Id,Date,Schl,Location,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
200,3/22/14,Michigan,N,Texas,W 79-65,200,24,54,0.444,10,26,0.385,14,28,0.5,17,21,0.81,79
201,3/27/14,Florida,N,UCLA,W 79-68,200,29,58,0.5,21,37,0.568,8,21,0.381,13,18,0.722,79
202,3/19/15,Kentucky,N,Hampton,W 79-56,200,28,61,0.459,25,51,0.49,3,10,0.3,20,28,0.714,79
203,3/20/15,Virginia,N,Belmont,W 79-67,200,26,57,0.456,20,40,0.5,6,17,0.353,21,25,0.84,79
204,3/20/15,Oregon,N,Oklahoma State,W 79-73,200,29,53,0.547,22,34,0.647,7,19,0.368,14,18,0.778,79
205,3/26/15,Wisconsin,N,UNC,W 79-72,200,26,56,0.464,19,35,0.543,7,21,0.333,20,23,0.87,79
206,3/17/16,Yale,N,Baylor,W 79-75,200,26,49,0.531,21,33,0.636,5,16,0.313,22,29,0.759,79
207,3/17/16,Austin Peay,N,Kansas,L 79-105,200,25,61,0.41,21,46,0.457,4,15,0.267,25,37,0.676,79
208,3/17/16,Miami (FL),N,Buffalo,W 79-72,200,24,54,0.444,19,39,0.487,5,15,0.333,26,34,0.765,79
209,3/18/16,Maryland,N,S Dakota St.,W 79-74,200,23,45,0.511,14,22,0.636,9,23,0.391,24,27,0.889,79
210,3/24/16,Kansas,N,Maryland,W 79-63,200,29,62,0.468,26,53,0.491,3,9,0.333,18,21,0.857,79
211,3/17/17,Kentucky,N,Northern Ky.,W 79-70,200,27,61,0.443,24,44,0.545,3,17,0.176,22,28,0.786,79
212,3/18/17,Gonzaga,N,Northwestern,W 79-73,200,26,59,0.441,22,43,0.512,4,16,0.25,23,36,0.639,79
213,3/19/17,UCLA,N,Cincinnati,W 79-67,200,31,62,0.5,20,34,0.588,11,28,0.393,6,10,0.6,79
214,3/16/18,Butler,N,Arkansas,W 79-62,200,29,59,0.492,18,33,0.545,11,26,0.423,10,12,0.833,79
215,3/16/18,Clemson,N,New Mexico St.,W 79-68,201,33,59,0.559,27,45,0.6,6,14,0.429,7,9,0.778,79
216,3/17/18,Seton Hall,N,Kansas,L 79-83,200,29,64,0.453,19,40,0.475,10,24,0.417,11,16,0.688,79
217,3/31/18,Kansas,N,Villanova,L 79-95,200,28,62,0.452,21,41,0.512,7,21,0.333,16,20,0.8,79
218,4/2/18,Villanova,N,Michigan,W 79-62,200,27,57,0.474,17,30,0.567,10,27,0.37,15,20,0.75,79
219,3/17/11,Cincinnati,N,Missouri,W 78-63,200,29,54,0.537,25,43,0.581,4,11,0.364,16,22,0.727,78
220,3/17/11,UCLA,N,Michigan State,W 78-76,200,22,48,0.458,18,37,0.486,4,11,0.364,30,47,0.638,78
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
221,3/13/12,BYU,N,Iona,W 78-72,200,30,62,0.484,23,42,0.548,7,20,0.35,11,20,0.55,78
222,3/15/12,Ohio State,N,Loyola (MD),W 78-59,200,26,58,0.448,21,44,0.477,5,14,0.357,21,26,0.808,78
223,3/22/13,Fla. Gulf Coast,N,Georgetown,W 78-68,200,21,49,0.429,15,34,0.441,6,15,0.4,30,44,0.682,78
224,3/22/13,Miami (FL),N,Pacific,W 78-49,200,24,52,0.462,12,30,0.4,12,22,0.545,18,21,0.857,78
225,3/22/13,UNC,N,Villanova,W 78-71,200,24,49,0.49,13,28,0.464,11,21,0.524,19,27,0.704,78
226,3/23/13,Michigan,N,VCU,W 78-53,200,31,60,0.517,25,40,0.625,6,20,0.3,10,11,0.909,78
227,3/24/13,Florida,N,Minnesota,W 78-64,200,21,37,0.568,11,17,0.647,10,20,0.5,26,36,0.722,78
228,3/24/13,Ohio State,N,Iowa State,W 78-75,200,25,49,0.51,16,31,0.516,9,18,0.5,19,26,0.731,78
229,3/19/14,Tennessee,N,Iowa,W 78-65 (OT),225,24,54,0.444,19,33,0.576,5,21,0.238,25,30,0.833,78
230,3/20/14,Delaware,N,Michigan State,L 78-93,200,20,55,0.364,12,35,0.343,8,20,0.4,30,39,0.769,78
231,3/21/14,Mercer,N,Duke,W 78-71,200,25,45,0.556,20,32,0.625,5,13,0.385,23,28,0.821,78
232,3/23/14,Kentucky,N,Wichita State,W 78-76,200,27,50,0.54,19,32,0.594,8,18,0.444,16,22,0.727,78
233,3/23/14,Virginia,N,Memphis,W 78-60,200,30,54,0.556,25,43,0.581,5,11,0.455,13,16,0.813,78
234,3/21/15,Arkansas,N,UNC,L 78-87,200,24,65,0.369,16,40,0.4,8,25,0.32,22,27,0.815,78
235,3/22/15,Wichita State,N,Kansas,W 78-65,200,25,51,0.49,15,31,0.484,10,20,0.5,18,24,0.75,78
236,3/26/15,Kentucky,N,West Virginia,W 78-39,200,24,50,0.48,20,35,0.571,4,15,0.267,26,32,0.813,78
237,3/28/15,Arizona,N,Wisconsin,L 78-85,200,24,43,0.558,22,37,0.595,2,6,0.333,28,30,0.933,78
238,3/18/16,St. Joseph's,N,Cincinnati,W 78-76,200,28,58,0.483,19,34,0.559,9,24,0.375,13,17,0.765,78
239,3/19/16,Iowa State,N,Little Rock,W 78-61,200,30,53,0.566,19,32,0.594,11,21,0.524,7,16,0.438,78
240,3/17/17,Louisville,N,Jacksonville St.,W 78-63,200,31,64,0.484,26,49,0.531,5,15,0.333,11,14,0.786,78
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
241,3/17/17,Michigan State,N,Miami (FL),W 78-58,200,30,53,0.566,24,33,0.727,6,20,0.3,12,14,0.857,78
242,3/19/17,USC,N,Baylor,L 78-82,200,30,55,0.545,21,33,0.636,9,22,0.409,9,10,0.9,78
243,3/15/18,Oklahoma,N,Rhode Island,L 78-83 (OT),225,29,69,0.42,25,49,0.51,4,20,0.2,16,24,0.667,78
244,3/15/18,Kentucky,N,Davidson,W 78-73,200,26,51,0.51,26,45,0.578,0,6,0,26,32,0.813,78
245,3/16/18,Bucknell,N,Michigan State,L 78-82,200,23,55,0.418,12,35,0.343,11,20,0.55,21,28,0.75,78
246,3/23/18,West Virginia,N,Villanova,L 78-90,200,27,70,0.386,20,42,0.476,7,28,0.25,17,23,0.739,78
247,3/23/18,Texas Tech,N,Purdue,W 78-65,200,28,59,0.475,23,42,0.548,5,17,0.294,17,18,0.944,78
248,3/24/18,Loyola (IL),N,Kansas State,W 78-62,200,27,47,0.574,18,29,0.621,9,18,0.5,15,18,0.833,78
249,3/15/11,Little Rock,N,UNC Asheville,L 77-81 (OT),225,24,56,0.429,15,27,0.556,9,29,0.31,20,26,0.769,77
250,3/18/11,Arizona,N,Memphis,W 77-75,200,23,50,0.46,18,31,0.581,5,19,0.263,26,31,0.839,77
251,3/18/11,Syracuse,N,Indiana State,W 77-60,200,23,44,0.523,16,28,0.571,7,16,0.438,24,31,0.774,77
252,3/24/11,Duke,N,Arizona,L 77-93,200,27,58,0.466,22,44,0.5,5,14,0.357,18,22,0.818,77
253,3/25/11,Kansas,N,Richmond,W 77-57,200,30,63,0.476,21,44,0.477,9,19,0.474,8,10,0.8,77
254,3/15/12,Iowa State,N,UConn,W 77-64,200,26,54,0.481,20,38,0.526,6,16,0.375,19,20,0.95,77
255,3/15/12,Gonzaga,N,West Virginia,W 77-54,200,28,50,0.56,19,33,0.576,9,17,0.529,12,16,0.75,77
256,3/16/12,UNC,N,Vermont,W 77-58,200,27,65,0.415,22,47,0.468,5,18,0.278,18,24,0.75,77
257,3/24/12,Ohio State,N,Syracuse,W 77-70,200,21,51,0.412,17,38,0.447,4,13,0.308,31,42,0.738,77
258,3/29/13,Louisville,N,Oregon,W 77-69,200,28,52,0.538,24,39,0.615,4,13,0.308,17,26,0.654,77
259,3/20/14,Pitt,N,Colorado,W 77-48,200,31,61,0.508,27,47,0.574,4,14,0.286,11,12,0.917,77
260,3/20/14,Syracuse,N,Western Mich.,W 77-53,200,28,57,0.491,21,40,0.525,7,17,0.412,14,17,0.824,77
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
261,3/21/14,Oklahoma State,N,Gonzaga,L 77-85,200,26,65,0.4,23,50,0.46,3,15,0.2,22,37,0.595,77
262,3/21/14,Providence,N,UNC,L 77-79,200,28,53,0.528,24,37,0.649,4,16,0.25,17,21,0.81,77
263,3/21/14,Stephen F. Austin,N,VCU,W 77-75 (OT),225,27,51,0.529,21,35,0.6,6,16,0.375,17,23,0.739,77
264,3/22/14,UConn,N,Villanova,W 77-65,200,23,52,0.442,14,32,0.438,9,20,0.45,22,28,0.786,77
265,3/22/14,Oregon,N,Wisconsin,L 77-85,200,24,49,0.49,16,31,0.516,8,18,0.444,21,23,0.913,77
266,3/23/14,UCLA,N,Stephen F. Austin,W 77-60,200,29,53,0.547,25,39,0.641,4,14,0.286,15,23,0.652,77
267,3/18/15,North Florida,N,Robert Morris,L 77-81,200,25,52,0.481,16,30,0.533,9,22,0.409,18,26,0.692,77
268,3/18/16,Hawaii,N,California,W 77-66,200,27,52,0.519,24,38,0.632,3,14,0.214,20,25,0.8,77
269,3/19/16,Virginia,N,Butler,W 77-69,200,29,52,0.558,27,42,0.643,2,10,0.2,17,21,0.81,77
270,3/24/16,Oklahoma,N,Texas A&M,W 77-63,200,31,63,0.492,20,38,0.526,11,25,0.44,4,9,0.444,77
271,4/4/16,Villanova,N,UNC,W 77-74,200,28,48,0.583,20,34,0.588,8,14,0.571,13,17,0.765,77
272,3/16/17,VCU,N,Saint Mary's,L 77-85,200,29,65,0.446,27,52,0.519,2,13,0.154,17,26,0.654,77
273,3/17/17,Arkansas,N,Seton Hall,W 77-71,200,28,59,0.475,25,52,0.481,3,7,0.429,18,23,0.783,77
274,3/17/17,Iona,N,Oregon,L 77-93,200,28,64,0.438,18,38,0.474,10,26,0.385,11,16,0.688,77
275,3/26/17,South Carolina,N,Florida,W 77-70,200,26,53,0.491,24,43,0.558,2,10,0.2,23,31,0.742,77
276,4/1/17,Gonzaga,N,South Carolina,W 77-73,200,29,60,0.483,20,41,0.488,9,19,0.474,10,13,0.769,77
277,4/1/17,UNC,N,Oregon,W 77-76,200,25,68,0.368,17,47,0.362,8,21,0.381,19,27,0.704,77
278,3/15/18,Florida,N,St. Bonaventure,W 77-62,200,27,65,0.415,17,33,0.515,10,32,0.313,13,18,0.722,77
279,3/17/11,Clemson,N,West Virginia,L 76-84,200,25,58,0.431,20,37,0.541,5,21,0.238,21,26,0.808,76
280,3/17/11,Michigan State,N,UCLA,L 76-78,200,25,62,0.403,15,37,0.405,10,25,0.4,16,21,0.762,76
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
281,3/20/11,Purdue,N,VCU,L 76-94,200,30,67,0.448,22,42,0.524,8,25,0.32,8,11,0.727,76
282,3/27/11,Kentucky,N,UNC,W 76-69,200,27,56,0.482,15,34,0.441,12,22,0.545,10,16,0.625,76
283,3/22/13,Iowa State,N,Notre Dame,W 76-58,199,29,59,0.492,20,38,0.526,9,21,0.429,9,12,0.75,76
284,3/22/13,Temple,N,NC State,W 76-72,200,24,50,0.48,17,32,0.531,7,18,0.389,21,33,0.636,76
285,3/23/13,Wichita State,N,Gonzaga,W 76-70,200,25,50,0.5,11,22,0.5,14,28,0.5,12,18,0.667,76
286,3/24/13,La Salle,N,Ole Miss,W 76-74,200,27,55,0.491,18,32,0.563,9,23,0.391,13,18,0.722,76
287,4/8/13,Michigan,N,Louisville,L 76-82,200,25,48,0.521,17,30,0.567,8,18,0.444,18,25,0.72,76
288,3/21/14,Creighton,N,Louisiana,W 76-66,200,28,54,0.519,19,31,0.613,9,23,0.391,11,21,0.524,76
289,3/21/14,UCLA,N,Tulsa,W 76-59,200,29,63,0.46,24,47,0.511,5,16,0.313,13,15,0.867,76
290,3/23/14,Wichita State,N,Kentucky,L 76-78,200,27,49,0.551,17,28,0.607,10,21,0.476,12,18,0.667,76
291,3/28/14,Iowa State,N,UConn,L 76-81,200,32,69,0.464,26,53,0.491,6,16,0.375,6,15,0.4,76
292,3/19/15,Xavier,N,Ole Miss,W 76-57,200,26,56,0.464,16,33,0.485,10,23,0.435,14,21,0.667,76
293,3/20/15,North Dakota St.,N,Gonzaga,L 76-86,200,29,54,0.537,19,33,0.576,10,21,0.476,8,12,0.667,76
294,3/20/15,Indiana,N,Wichita State,L 76-81,200,24,59,0.407,13,37,0.351,11,22,0.5,17,20,0.85,76
295,3/20/15,San Diego State,N,St. John's (NY),W 76-64,200,25,53,0.472,16,31,0.516,9,22,0.409,17,30,0.567,76
296,3/29/15,Michigan State,N,Louisville,W 76-70 (OT),225,26,60,0.433,17,37,0.459,9,23,0.391,15,20,0.75,76
297,3/18/16,Cincinnati,N,St. Joseph's,L 76-78,200,28,55,0.509,18,31,0.581,10,24,0.417,10,13,0.769,76
298,3/20/16,Notre Dame,N,Stephen F. Austin,W 76-75,200,29,51,0.569,23,34,0.676,6,17,0.353,12,16,0.75,76
299,3/16/17,Butler,N,Winthrop,W 76-64,200,24,49,0.49,16,30,0.533,8,19,0.421,20,30,0.667,76
300,3/16/17,Xavier,N,Maryland,W 76-65,200,25,50,0.5,16,27,0.593,9,23,0.391,17,24,0.708,76
301,3/16/17,Villanova,N,Mt. St. Mary's,W 76-56,200,31,60,0.517,25,43,0.581,6,17,0.353,8,11,0.727,76
302,3/16/17,Virginia,N,UNC Wilmington,W 76-71,200,26,52,0.5,19,35,0.543,7,17,0.412,17,25,0.68,76
303,3/18/17,Iowa State,N,Purdue,L 76-80,200,30,60,0.5,23,37,0.622,7,23,0.304,9,14,0.643,76
304,4/1/17,Oregon,N,UNC,L 76-77,200,22,58,0.379,15,32,0.469,7,26,0.269,25,28,0.893,76
305,3/15/18,Kansas,N,Penn,W 76-60,200,27,61,0.443,20,44,0.455,7,17,0.412,15,17,0.882,76
306,3/18/18,Purdue,N,Butler,W 76-73,200,26,52,0.5,15,28,0.536,11,24,0.458,13,18,0.722,76
307,3/23/18,Clemson,N,Kansas,L 76-80,200,28,65,0.431,22,45,0.489,6,20,0.3,14,19,0.737,76
308,3/18/11,Memphis,N,Arizona,L 75-77,200,26,53,0.491,20,38,0.526,6,15,0.4,17,24,0.708,75
309,3/18/11,Michigan,N,Tennessee,W 75-45,200,33,64,0.516,24,38,0.632,9,26,0.346,0,1,0,75
310,3/18/11,Ohio State,N,UTSA,W 75-46,200,29,52,0.558,17,28,0.607,12,24,0.5,5,8,0.625,75
311,3/15/12,New Mexico,N,Long Beach St.,W 75-68,200,25,50,0.5,18,29,0.621,7,21,0.333,18,24,0.75,75
312,3/16/12,Lehigh,N,Duke,W 75-70,200,22,52,0.423,16,34,0.471,6,18,0.333,25,37,0.676,75
313,3/17/12,Syracuse,N,Kansas State,W 75-59,200,23,45,0.511,17,36,0.472,6,9,0.667,23,29,0.793,75
314,3/23/12,Baylor,N,Xavier,W 75-70,200,29,57,0.509,24,42,0.571,5,15,0.333,12,14,0.857,75
315,3/24/13,Iowa State,N,Ohio State,L 75-78,201,23,52,0.442,11,27,0.407,12,25,0.48,17,23,0.739,75
316,3/20/14,Wisconsin,N,American,W 75-35,200,26,52,0.5,16,29,0.552,10,23,0.435,13,14,0.929,75
317,3/20/14,Oklahoma,N,North Dakota St.,L 75-80 (OT),225,25,72,0.347,13,42,0.31,12,30,0.4,13,18,0.722,75
318,3/21/14,N.C. Central,N,Iowa State,L 75-93,200,30,65,0.462,25,49,0.51,5,16,0.313,10,12,0.833,75
319,3/21/14,VCU,N,Stephen F. Austin,L 75-77 (OT),225,30,65,0.462,22,44,0.5,8,21,0.381,7,11,0.636,75
320,3/30/14,Kentucky,N,Michigan,W 75-72,200,31,58,0.534,24,47,0.511,7,11,0.636,6,11,0.545,75
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
321,3/19/15,Ohio State,N,VCU,W 75-72 (OT),225,28,57,0.491,22,42,0.524,6,15,0.4,13,22,0.591,75
322,3/20/15,Kansas,N,New Mexico St.,W 75-56,200,27,50,0.54,18,37,0.486,9,13,0.692,12,15,0.8,75
323,3/21/15,UAB,N,UCLA,L 75-92,201,29,66,0.439,17,40,0.425,12,26,0.462,5,10,0.5,75
324,3/21/15,Utah,N,Georgetown,W 75-64,199,22,38,0.579,14,24,0.583,8,14,0.571,23,32,0.719,75
325,3/21/15,Xavier,N,Georgia State,W 75-67,200,23,34,0.676,16,21,0.762,7,13,0.538,22,25,0.88,75
326,3/27/15,Louisville,N,NC State,W 75-65,200,27,54,0.5,24,42,0.571,3,12,0.25,18,27,0.667,75
327,3/17/16,Baylor,N,Yale,L 75-79,200,30,68,0.441,24,52,0.462,6,16,0.375,9,15,0.6,75
328,3/18/16,VCU,N,Oregon State,W 75-67,200,27,56,0.482,23,36,0.639,4,20,0.2,17,21,0.81,75
329,3/18/16,Northern Iowa,N,Texas,W 75-72,200,21,43,0.488,13,23,0.565,8,20,0.4,25,32,0.781,75
330,3/20/16,Stephen F. Austin,N,Notre Dame,L 75-76,200,29,64,0.453,21,37,0.568,8,27,0.296,9,9,1,75
331,3/20/16,Syracuse,N,Middle Tenn.,W 75-50,200,27,49,0.551,19,29,0.655,8,20,0.4,13,22,0.591,75
332,3/15/17,USC,N,Providence,W 75-71,200,24,57,0.421,17,38,0.447,7,19,0.368,20,27,0.741,75
333,3/17/17,Cincinnati,N,Kansas State,W 75-61,200,27,43,0.628,22,32,0.688,5,11,0.455,16,22,0.727,75
334,3/19/17,Oregon,N,Rhode Island,W 75-72,200,25,52,0.481,18,36,0.5,7,16,0.438,18,27,0.667,75
335,3/24/17,UCLA,N,Kentucky,L 75-86,200,29,55,0.527,20,32,0.625,9,23,0.391,8,13,0.615,75
336,3/26/17,UNC,N,Kentucky,W 75-73,200,27,58,0.466,24,43,0.558,3,15,0.2,18,26,0.692,75
337,3/16/18,Wichita State,N,Marshall,L 75-81,200,27,65,0.415,19,36,0.528,8,29,0.276,13,17,0.765,75
338,3/17/18,Buffalo,N,Kentucky,L 75-95,200,26,67,0.388,19,36,0.528,7,31,0.226,16,22,0.727,75
339,3/18/18,Nevada,N,Cincinnati,W 75-73,200,30,61,0.492,24,43,0.558,6,18,0.333,9,16,0.563,75
340,3/18/18,Florida State,N,Xavier,W 75-70,200,24,55,0.436,16,32,0.5,8,23,0.348,19,22,0.864,75
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
341,3/22/18,Florida State,N,Gonzaga,W 75-60,200,27,58,0.466,21,38,0.553,6,20,0.3,15,22,0.682,75
342,3/17/11,BYU,N,Wofford,W 74-66,200,24,61,0.393,18,39,0.462,6,22,0.273,20,24,0.833,74
343,3/17/11,Pitt,N,UNC Asheville,W 74-51,200,25,59,0.424,17,40,0.425,8,19,0.421,16,25,0.64,74
344,3/18/11,VCU,N,Georgetown,W 74-56,200,18,44,0.409,6,19,0.316,12,25,0.48,26,39,0.667,74
345,3/24/11,BYU,N,Florida,L 74-83 (OT),225,25,71,0.352,15,34,0.441,10,37,0.27,14,16,0.875,74
346,3/24/11,UConn,N,San Diego State,W 74-67,200,27,57,0.474,19,41,0.463,8,16,0.5,12,16,0.75,74
347,3/26/11,Butler,N,Florida,W 74-71 (OT),225,24,60,0.4,15,27,0.556,9,33,0.273,17,27,0.63,74
348,3/16/12,Georgetown,N,Belmont,W 74-59,200,30,49,0.612,25,37,0.676,5,12,0.417,9,13,0.692,74
349,3/23/13,Arizona,N,Harvard,W 74-51,200,27,49,0.551,18,34,0.529,9,15,0.6,11,16,0.688,74
350,3/23/13,Marquette,N,Butler,W 74-72,200,23,54,0.426,18,42,0.429,5,12,0.417,23,27,0.852,74
351,3/23/13,Oregon,N,Saint Louis,W 74-57,200,28,53,0.528,20,42,0.476,8,11,0.727,10,16,0.625,74
352,3/24/13,Ole Miss,N,La Salle,L 74-76,200,30,63,0.476,26,44,0.591,4,19,0.211,10,21,0.476,74
353,3/18/14,NC State,N,Xavier,W 74-59,200,29,53,0.547,25,39,0.641,4,14,0.286,12,16,0.75,74
354,3/21/14,Baylor,N,Nebraska,W 74-60,200,17,42,0.405,15,29,0.517,2,13,0.154,38,48,0.792,74
355,3/28/14,Kentucky,N,Louisville,W 74-69,200,24,55,0.436,20,41,0.488,4,14,0.286,22,27,0.815,74
356,4/5/14,Kentucky,N,Wisconsin,W 74-73,199,29,58,0.5,27,53,0.509,2,5,0.4,14,21,0.667,74
357,3/17/15,Hampton,N,Manhattan,W 74-64,200,26,53,0.491,23,46,0.5,3,7,0.429,19,34,0.559,74
358,3/19/15,Eastern Wash.,N,Georgetown,L 74-84,200,26,64,0.406,17,36,0.472,9,28,0.321,13,15,0.867,74
359,3/27/15,Gonzaga,N,UCLA,W 74-62,200,27,67,0.403,24,48,0.5,3,19,0.158,17,23,0.739,74
360,3/17/16,UConn,N,Colorado,W 74-67,200,23,58,0.397,17,41,0.415,6,17,0.353,22,23,0.957,74
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
361,3/17/16,Chattanooga,N,Indiana,L 74-99,200,28,59,0.475,25,42,0.595,3,17,0.176,15,18,0.833,74
362,3/18/16,S Dakota St.,N,Maryland,L 74-79,200,24,59,0.407,14,30,0.467,10,29,0.345,16,17,0.941,74
363,3/27/16,Notre Dame,N,UNC,L 74-88,200,27,49,0.551,18,31,0.581,9,18,0.5,11,14,0.786,74
364,4/4/16,UNC,N,Villanova,L 74-77,200,27,63,0.429,16,46,0.348,11,17,0.647,9,13,0.692,74
365,3/16/17,Virginia Tech,N,Wisconsin,L 74-84,200,23,49,0.469,16,32,0.5,7,17,0.412,21,26,0.808,74
366,3/18/17,Butler,N,Middle Tenn.,W 74-65,200,24,47,0.511,16,32,0.5,8,15,0.533,18,23,0.783,74
367,3/25/17,Oregon,N,Kansas,W 74-60,200,29,57,0.509,18,32,0.563,11,25,0.44,5,7,0.714,74
368,3/16/18,Purdue,N,Cal St Fullerton,W 74-48,200,23,59,0.39,14,37,0.378,9,22,0.409,19,27,0.704,74
369,3/16/18,UMBC,N,Virginia,W 74-54,200,26,48,0.542,14,24,0.583,12,24,0.5,10,14,0.714,74
370,3/17/11,Kansas State,N,Utah State,W 73-68,200,22,54,0.407,17,37,0.459,5,17,0.294,24,28,0.857,73
371,3/18/11,Illinois,N,UNLV,W 73-62,200,28,47,0.596,21,34,0.618,7,13,0.538,10,14,0.714,73
372,3/19/11,Florida,N,UCLA,W 73-65,200,27,54,0.5,21,40,0.525,6,14,0.429,13,17,0.765,73
373,3/20/11,Duke,N,Michigan,W 73-71,200,25,49,0.51,20,29,0.69,5,20,0.25,18,25,0.72,73
374,3/20/11,Kansas,N,Illinois,W 73-59,200,27,52,0.519,23,40,0.575,4,12,0.333,15,20,0.75,73
375,3/15/12,Wisconsin,N,Montana,W 73-49,200,23,48,0.479,13,29,0.448,10,19,0.526,17,19,0.895,73
376,3/17/12,Ohio State,N,Gonzaga,W 73-66,200,25,53,0.472,16,29,0.552,9,24,0.375,14,18,0.778,73
377,3/18/12,Creighton,N,UNC,L 73-87,200,28,68,0.412,20,48,0.417,8,20,0.4,9,12,0.75,73
378,3/23/12,UNC,N,Ohio,W 73-65 (OT),225,26,65,0.4,19,43,0.442,7,22,0.318,14,24,0.583,73
379,3/19/13,N.C. A&T,N,Liberty,W 73-72,200,27,52,0.519,19,34,0.559,8,18,0.444,11,19,0.579,73
380,3/21/13,Wichita State,N,Pitt,W 73-55,200,19,49,0.388,17,29,0.586,2,20,0.1,33,41,0.805,73
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
381,3/22/13,Duke,N,Albany (NY),W 73-61,200,27,46,0.587,23,35,0.657,4,11,0.364,15,21,0.714,73
382,3/28/13,Ohio State,N,Arizona,W 73-70,201,22,52,0.423,15,39,0.385,7,13,0.538,22,26,0.846,73
383,3/20/14,Villanova,N,Milwaukee,W 73-53,200,28,62,0.452,24,39,0.615,4,23,0.174,13,16,0.813,73
384,3/20/14,San Diego State,N,New Mexico St.,W 73-69 (OT),225,23,59,0.39,17,42,0.405,6,17,0.353,21,27,0.778,73
385,3/22/14,Harvard,N,Michigan State,L 73-80,200,22,53,0.415,16,36,0.444,6,17,0.353,23,30,0.767,73
386,3/28/14,Michigan,N,Tennessee,W 73-71,200,27,49,0.551,16,29,0.552,11,20,0.55,8,10,0.8,73
387,4/5/14,Wisconsin,N,Kentucky,L 73-74,200,23,50,0.46,15,30,0.5,8,20,0.4,19,20,0.95,73
388,3/20/15,Oklahoma State,N,Oregon,L 73-79,200,27,60,0.45,17,31,0.548,10,29,0.345,9,13,0.692,73
389,3/21/15,Arizona,N,Ohio State,W 73-58,200,23,63,0.365,16,44,0.364,7,19,0.368,20,24,0.833,73
390,3/19/16,Kansas,N,UConn,W 73-61,200,25,51,0.49,19,34,0.559,6,17,0.353,17,22,0.773,73
391,3/19/16,Indiana,N,Kentucky,W 73-67,200,25,52,0.481,19,31,0.613,6,21,0.286,17,23,0.739,73
392,3/20/16,Maryland,N,Hawaii,W 73-60,200,22,48,0.458,21,30,0.7,1,18,0.056,28,31,0.903,73
393,3/16/17,Nevada,N,Iowa State,L 73-84,200,26,65,0.4,18,39,0.462,8,26,0.308,13,16,0.813,73
394,3/17/17,New Mexico St.,N,Baylor,L 73-91,200,28,64,0.438,20,42,0.476,8,22,0.364,9,13,0.692,73
395,3/17/17,Marquette,N,South Carolina,L 73-93,200,25,54,0.463,14,26,0.538,11,28,0.393,12,14,0.857,73
396,3/18/17,Northwestern,N,Gonzaga,L 73-79,200,27,66,0.409,19,42,0.452,8,24,0.333,11,13,0.846,73
397,3/19/17,Michigan,N,Louisville,W 73-69,200,28,57,0.491,22,40,0.55,6,17,0.353,11,14,0.786,73
398,3/23/17,Xavier,N,Arizona,W 73-71,200,28,53,0.528,22,36,0.611,6,17,0.353,11,16,0.688,73
399,3/26/17,Kentucky,N,UNC,L 73-75,200,27,65,0.415,20,46,0.435,7,19,0.368,12,19,0.632,73
400,4/1/17,South Carolina,N,Gonzaga,L 73-77,200,25,66,0.379,18,46,0.391,7,20,0.35,16,22,0.727,73
401,3/15/18,Tennessee,N,Wright State,W 73-47,200,27,60,0.45,22,42,0.524,5,18,0.278,14,16,0.875,73
402,3/15/18,S Dakota St.,N,Ohio State,L 73-81,200,24,63,0.381,11,32,0.344,13,31,0.419,12,14,0.857,73
403,3/15/18,Davidson,N,Kentucky,L 73-78,200,24,61,0.393,13,28,0.464,11,33,0.333,14,17,0.824,73
404,3/16/18,Texas A&M,N,Providence,W 73-69,200,26,52,0.5,20,36,0.556,6,16,0.375,15,26,0.577,73
405,3/18/18,Butler,N,Purdue,L 73-76,200,27,55,0.491,21,35,0.6,6,20,0.3,13,14,0.929,73
