Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,School,School,School,School,School,School,School,School,School,School,School,School,School
Unnamed: 0_level_1,Date,Schl,Unnamed: 3_level_1,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
1.0,2016-11-13,Citadel,,Johnson,W 146-84,200,47,106,.443,30,56,.536,17,50,.340,35,41,.854,146
2.0,2016-12-07,Citadel,,Toccoa Falls,W 144-94,200,45,90,.500,26,44,.591,19,46,.413,35,40,.875,144
3.0,2016-11-11,Troy,,Toccoa Falls,W 135-76,200,51,84,.607,32,46,.696,19,38,.500,14,20,.700,135
4.0,2017-02-09,Wofford,,Samford,W 131-127 (4OT),300,41,92,.446,28,57,.491,13,35,.371,36,44,.818,131
5.0,2016-11-20,Iowa State,,Citadel,W 130-63,200,52,86,.605,44,64,.688,8,22,.364,18,26,.692,130
6.0,2017-02-04,Eastern Wash.,,Portland State,W 130-124 (3OT),275,44,78,.564,36,58,.621,8,20,.400,34,43,.791,130
7.0,2016-11-11,Weber State,,Antelope Valley,W 128-65,200,48,69,.696,32,45,.711,16,24,.667,16,23,.696,128
8.0,2016-12-03,Oregon,,Savannah State,W 128-59,200,54,90,.600,42,55,.764,12,35,.343,8,11,.727,128
9.0,2016-11-23,Arizona State,,Citadel,W 127-110,200,42,78,.538,27,47,.574,15,31,.484,28,37,.757,127
10.0,2017-02-09,Samford,@,Wofford,L 127-131 (4OT),300,43,82,.524,29,55,.527,14,27,.519,27,32,.844,127
11.0,2016-12-03,UNC Wilmington,,Pfeiffer,W 126-113,200,42,70,.600,32,48,.667,10,22,.455,32,49,.653,126
12.0,2016-12-21,Lamar,,Arl Baptist,W 126-75,200,46,78,.590,34,51,.667,12,27,.444,22,31,.710,126
13.0,2017-01-05,Lipscomb,,Fisk,W 126-43,200,41,77,.532,19,28,.679,22,49,.449,22,30,.733,126
14.0,2017-01-03,Jacksonville,,Middle GA St,W 124-85,200,46,77,.597,25,43,.581,21,34,.618,11,12,.917,124
15.0,2017-02-04,Portland State,@,Eastern Wash.,L 124-130 (3OT),275,45,84,.536,34,58,.586,11,26,.423,23,36,.639,124
16.0,2016-11-29,Fla. Gulf Coast,,Ave Maria,W 120-60,200,47,70,.671,36,49,.735,11,21,.524,15,19,.789,120
17.0,2016-12-19,UMBC,,Citadel,W 120-111 (2OT),250,38,80,.475,31,59,.525,7,21,.333,37,49,.755,120
18.0,2016-12-28,Morehead State,,Asbury,W 120-77,200,52,94,.553,49,78,.628,3,16,.188,13,24,.542,120
19.0,2016-11-11,UCLA,,Pacific,W 119-80,200,42,69,.609,24,39,.615,18,30,.600,17,24,.708,119
20.0,2016-11-15,Citadel,,Truett McConnell,W 119-90,200,37,85,.435,22,37,.595,15,48,.313,30,40,.750,119
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
21.0,2016-11-17,App. St.,,Warren Wilson,W 119-51,200,40,70,.571,28,42,.667,12,28,.429,27,34,.794,119
22.0,2016-11-19,St. Francis (PA),,Chatham,W 119-59,200,44,73,.603,25,41,.610,19,32,.594,12,21,.571,119
23.0,2016-12-17,Cincinnati,,Fairl. Dickinson,W 119-68,200,44,68,.647,32,43,.744,12,25,.480,19,29,.655,119
24.0,2016-12-19,Sam Houston St.,,Hillsdale,W 119-81,200,41,72,.569,31,50,.620,10,22,.455,27,33,.818,119
25.0,2016-11-21,Savannah State,,Fort Valley St.,W 118-101,200,40,74,.541,17,29,.586,23,45,.511,15,23,.652,118
26.0,2016-12-08,Florida State,,Nicholls State,W 118-63,200,45,72,.625,28,40,.700,17,32,.531,11,12,.917,118
27.0,2016-12-22,Portland State,,Walla Walla,W 118-59,200,45,77,.584,24,38,.632,21,39,.538,7,9,.778,118
28.0,2016-11-11,Central Mich.,,Indiana-Kokomo,W 117-53,200,33,75,.440,23,41,.561,10,34,.294,41,50,.820,117
29.0,2016-11-13,Fort Wayne,,Kenyon,W 117-60,200,40,65,.615,29,45,.644,11,20,.550,26,28,.929,117
30.0,2016-11-15,Wofford,,Allen,W 117-77,200,42,62,.677,25,36,.694,17,26,.654,16,22,.727,117
31.0,2016-11-16,Oklahoma State,,New Orleans,W 117-72,201,38,71,.535,27,46,.587,11,25,.440,30,38,.789,117
32.0,2016-11-17,Louisiana,,Panhandle State,W 117-47,200,49,76,.645,40,49,.816,9,27,.333,10,17,.588,117
33.0,2016-12-10,UNC Asheville,,Warren Wilson,W 117-52,200,40,70,.571,28,47,.596,12,23,.522,25,38,.658,117
34.0,2016-12-11,Eastern Mich.,,Siena Heights,W 117-55,200,43,72,.597,37,57,.649,6,15,.400,25,32,.781,117
35.0,2016-12-15,Auburn,,Coastal Caro.,W 117-72,200,40,72,.556,19,30,.633,21,42,.500,16,22,.727,117
36.0,2016-11-13,Iowa,,Savannah State,W 116-84,200,42,87,.483,24,44,.545,18,43,.419,14,20,.700,116
37.0,2016-11-18,Citadel,@,Stetson,W 116-112,200,39,81,.481,21,40,.525,18,41,.439,20,29,.690,116
38.0,2016-11-20,Wichita State,,Md.-East. Shore,W 116-79,200,35,53,.660,20,29,.690,15,24,.625,31,43,.721,116
39.0,2016-11-22,Houston Baptist,,Ecclesia,W 116-80,200,41,80,.513,27,51,.529,14,29,.483,20,25,.800,116
40.0,2016-12-06,Wofford,,Virginia Wise,W 116-56,200,45,64,.703,30,42,.714,15,22,.682,11,15,.733,116
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
41.0,2016-12-11,App. St.,,Montreat,W 116-57,200,40,66,.606,24,33,.727,16,33,.485,20,30,.667,116
42.0,2017-03-06,Kent State,,Central Mich.,W 116-106 (OT),225,40,84,.476,24,53,.453,16,31,.516,20,27,.741,116
43.0,2016-11-11,Tx AM-CC,,Our Lady,W 115-100,200,37,66,.561,30,49,.612,7,17,.412,34,45,.756,115
