Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,School,School,School,School,School,School,School,School,School,School,School,School,School
Unnamed: 0_level_1,Date,Schl,Unnamed: 3_level_1,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
1.0,2015-11-14,Butler,,Citadel,W 144-71,200,56,88,.636,48,62,.774,8,26,.308,24,33,.727,144
2.0,2015-11-13,Chicago State,,Illinois Tech,W 137-59,200,56,91,.615,48,73,.658,8,18,.444,17,31,.548,137
3.0,2015-11-19,Citadel,,Mid-Atl Christian,W 132-60,200,49,73,.671,30,39,.769,19,34,.559,15,23,.652,132
4.0,2015-12-22,San Jose State,,Life Pacific,W 128-66,200,44,76,.579,35,58,.603,9,18,.500,31,35,.886,128
5.0,2015-12-18,Idaho,,New Hope Christian,W 127-54,200,53,89,.596,34,46,.739,19,43,.442,2,2,1.000,127
6.0,2015-11-15,Eastern Wash.,,George Fox,W 126-64,200,50,79,.633,41,54,.759,9,25,.360,17,27,.630,126
7.0,2016-01-02,Fort Wayne,,Purdue-N Central,W 126-95,200,52,72,.722,40,54,.741,12,18,.667,10,13,.769,126
8.0,2015-11-19,Gardner-Webb,,Toccoa Falls,W 125-79,200,50,77,.649,39,55,.709,11,22,.500,14,22,.636,125
9.0,2015-12-13,Milwaukee,,Judson,W 125-74,200,47,75,.627,37,57,.649,10,18,.556,21,28,.750,125
10.0,2016-02-01,Chattanooga,,Citadel,W 125-85,200,39,71,.549,29,40,.725,10,31,.323,37,47,.787,125
11.0,2015-11-23,Kansas,N,Chaminade,W 123-72,200,47,73,.644,32,44,.727,15,29,.517,14,20,.700,123
12.0,2015-12-27,Radford,,Central Penn,W 123-63,200,51,85,.600,40,55,.727,11,30,.367,10,12,.833,123
13.0,2015-11-23,Detroit,,Michigan-Dearborn,W 122-70,200,39,68,.574,24,41,.585,15,27,.556,29,39,.744,122
14.0,2016-01-02,UT-Martin,,Boyce,W 122-60,200,44,78,.564,28,38,.737,16,40,.400,18,24,.750,122
15.0,2015-11-27,Citadel,N,Bob Jones,W 121-81,213,46,89,.517,33,55,.600,13,34,.382,16,23,.696,121
16.0,2016-01-16,Dartmouth,,Pine Manor,W 121-56,200,50,79,.633,45,61,.738,5,18,.278,16,19,.842,121
17.0,2016-03-16,Duquesne,,Omaha,W 120-112,200,37,59,.627,25,35,.714,12,24,.500,34,44,.773,120
18.0,2015-11-27,Auburn,,NW St.,W 119-81,200,43,74,.581,26,42,.619,17,32,.531,16,23,.696,119
19.0,2015-12-02,LSU,,North Florida,W 119-108,200,45,70,.643,42,58,.724,3,12,.250,26,36,.722,119
20.0,2015-12-09,Nevada,,Fresno Pacific,W 119-70,200,40,67,.597,27,43,.628,13,24,.542,26,34,.765,119
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
21.0,2015-12-01,Arkansas,,NW St.,W 117-78,200,44,79,.557,38,64,.594,6,15,.400,23,30,.767,117
22.0,2015-12-12,North Florida,,Coastal Georgia,W 117-71,200,37,60,.617,23,31,.742,14,29,.483,29,42,.690,117
23.0,2015-11-13,Ga. Southern,,Webber,W 116-49,200,41,83,.494,26,43,.605,15,40,.375,19,33,.576,116
24.0,2015-11-13,Georgia Tech,,Cornell,W 116-81,200,47,78,.603,39,55,.709,8,23,.348,14,23,.609,116
25.0,2015-11-18,Presbyterian,,Toccoa Falls,W 116-75,200,45,84,.536,42,61,.689,3,23,.130,23,36,.639,116
26.0,2015-11-21,Coastal Caro.,,Piedmont,W 116-35,200,43,70,.614,30,39,.769,13,31,.419,17,25,.680,116
27.0,2015-12-08,Texas,,UTSA,W 116-50,200,44,68,.647,29,38,.763,15,30,.500,13,22,.591,116
