Id,Date,Schl,Location,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
1909,2/15/12,St. Joseph's,@,Rhode Island,W 80-69,200,29,52,0.558,21,32,0.656,8,20,0.4,14,14,1,80
1910,2/15/12,S Dakota St.,,North Dakota St.,W 80-57,200,29,52,0.558,23,41,0.561,6,11,0.545,16,21,0.762,80
1911,2/17/12,Fla. Gulf Coast,,Stetson,L 80-86,200,30,79,0.38,16,39,0.41,14,40,0.35,6,9,0.667,80
1912,2/18/12,Belmont,,ETSU,W 80-58,200,23,49,0.469,12,21,0.571,11,28,0.393,23,29,0.793,80
1913,2/18/12,Cal St Fullerton,,Montana State,W 80-66,200,30,52,0.577,22,39,0.564,8,13,0.615,12,12,1,80
1914,2/18/12,Iowa State,,Oklahoma,W 80-69,200,28,54,0.519,17,32,0.531,11,22,0.5,13,20,0.65,80
1915,2/18/12,Charleston,@,Kent State,W 80-73,200,22,46,0.478,12,28,0.429,10,18,0.556,26,37,0.703,80
1916,2/18/12,Nebraska,,Illinois,W 80-57,200,30,54,0.556,20,34,0.588,10,20,0.5,10,15,0.667,80
1917,2/18/12,Nicholls State,,IUPUI,L 80-84,200,27,52,0.519,19,31,0.613,8,21,0.381,18,26,0.692,80
1918,2/21/12,UMass,,Xavier,W 80-73,200,27,61,0.443,17,34,0.5,10,27,0.37,16,18,0.889,80
1919,2/22/12,Coppin State,,Morgan State,L 80-91,200,25,55,0.455,17,30,0.567,8,25,0.32,22,30,0.733,80
1920,2/22/12,Temple,@,La Salle,W 80-79 (OT),225,27,58,0.466,21,46,0.457,6,12,0.5,20,22,0.909,80
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
1921,2/22/12,Nicholls State,,Central Ark.,W 80-70,200,30,60,0.5,26,45,0.578,4,15,0.267,16,25,0.64,80
1922,2/23/12,Fairl. Dickinson,,LIU-Brooklyn,L 80-91,200,36,77,0.468,34,65,0.523,2,12,0.167,6,11,0.545,80
1923,2/23/12,Murray State,@,Tennessee State,W 80-62,200,26,46,0.565,14,24,0.583,12,22,0.545,16,19,0.842,80
1924,2/25/12,Vermont,,UMBC,W 80-49,200,26,59,0.441,20,41,0.488,6,18,0.333,22,30,0.733,80
1925,2/28/12,Detroit,,Loyola (IL),W 80-71,200,23,51,0.451,19,37,0.514,4,14,0.286,30,36,0.833,80
1926,2/29/12,Purdue,,Penn State,W 80-56,200,27,47,0.574,18,25,0.72,9,22,0.409,17,21,0.81,80
1927,3/1/12,Coppin State,@,Bethune-Cookman,L 80-88,200,31,63,0.492,25,40,0.625,6,23,0.261,12,12,1,80
1928,3/1/12,LIU-Brooklyn,,Sacred Heart,W 80-68,200,28,56,0.5,17,28,0.607,11,28,0.393,13,18,0.722,80
1929,3/1/12,Washington,@,USC,W 80-58,200,31,67,0.463,25,54,0.463,6,13,0.462,12,23,0.522,80
1930,3/1/12,Quinnipiac,@,St. Francis (NY),W 80-72,200,28,67,0.418,21,52,0.404,7,15,0.467,17,31,0.548,80
1931,3/2/12,Niagara,N,Canisius,W 80-70,200,24,58,0.414,14,31,0.452,10,27,0.37,22,31,0.71,80
1932,3/3/12,Temple,@,Fordham,W 80-60,200,31,59,0.525,25,46,0.543,6,13,0.462,12,15,0.8,80
1933,3/3/12,Iowa State,,Baylor,W 80-72,200,26,57,0.456,17,32,0.531,9,25,0.36,19,28,0.679,80
1934,3/3/12,UNC Asheville,,VMI,W 80-64,200,29,55,0.527,26,41,0.634,3,14,0.214,19,27,0.704,80
1935,3/4/12,Arizona,@,Arizona State,L 80-87,200,25,52,0.481,15,31,0.484,10,21,0.476,20,24,0.833,80
1936,3/4/12,Florida State,,Clemson,W 80-72,200,26,52,0.5,15,33,0.455,11,19,0.579,17,22,0.773,80
1937,3/6/12,La Salle,,Richmond,W 80-72,200,26,52,0.5,18,35,0.514,8,17,0.471,20,24,0.833,80
1938,3/6/12,St. Joseph's,,Charlotte,W 80-64,200,29,53,0.547,19,32,0.594,10,21,0.476,12,19,0.632,80
1939,3/8/12,Long Beach St.,N,UC-Davis,W 80-46,200,30,63,0.476,23,45,0.511,7,18,0.389,13,20,0.65,80
1940,3/10/12,UMass,N,St. Bonaventure,L 80-84,200,26,62,0.419,18,39,0.462,8,23,0.348,20,28,0.714,80
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
1941,3/14/12,Oregon State,,Western Ill.,W 80-59,200,30,46,0.652,25,34,0.735,5,12,0.417,15,17,0.882,80
1942,3/17/12,Baylor,N,Colorado,W 80-63,200,28,64,0.438,17,44,0.386,11,20,0.55,13,18,0.722,80
1943,3/25/12,Kansas,N,UNC,W 80-67,200,29,63,0.46,25,49,0.51,4,14,0.286,18,24,0.75,80
1944,11/11/11,Florida State,,Jacksonville,W 79-67,200,24,54,0.444,16,37,0.432,8,17,0.471,23,30,0.767,79
1945,11/11/11,Indiana State,,Eastern Ill.,W 79-72,200,22,53,0.415,16,34,0.471,6,19,0.316,29,36,0.806,79
1946,11/11/11,La Salle,,Lafayette,W 79-53,200,30,61,0.492,21,45,0.467,9,16,0.563,10,14,0.714,79
1947,11/11/11,St. Bonaventure,,Cornell,W 79-58,200,27,54,0.5,21,36,0.583,6,18,0.333,19,26,0.731,79
1948,11/12/11,Cal Poly,,San Jose State,W 79-52,200,28,64,0.438,23,45,0.511,5,19,0.263,18,25,0.72,79
1949,11/12/11,Radford,,Shenandoah,W 79-50,200,29,59,0.492,22,38,0.579,7,21,0.333,14,26,0.538,79
1950,11/14/11,Fla. Gulf Coast,,Ave Maria,W 79-65,200,31,60,0.517,22,37,0.595,9,23,0.391,8,10,0.8,79
1951,11/14/11,FIU,N,George Mason,W 79-76 (OT),225,28,65,0.431,20,47,0.426,8,18,0.444,15,18,0.833,79
1952,11/14/11,N.C. A&T,@,Iowa,L 79-95,200,26,69,0.377,16,41,0.39,10,28,0.357,17,23,0.739,79
1953,11/16/11,Florida State,,Stetson,W 79-66,200,32,56,0.571,28,46,0.609,4,10,0.4,11,17,0.647,79
1954,11/16/11,Lafayette,,St. Francis (NY),W 79-73,200,21,50,0.42,14,31,0.452,7,19,0.368,30,37,0.811,79
1955,11/17/11,Illinois,,Lipscomb,W 79-64,200,29,56,0.518,25,42,0.595,4,14,0.286,17,22,0.773,79
1956,11/17/11,UMass,,NJIT,W 79-58,200,30,75,0.4,18,38,0.474,12,37,0.324,7,12,0.583,79
1957,11/17/11,Washington St.,,Sacramento St.,W 79-68,200,27,53,0.509,21,33,0.636,6,20,0.3,19,32,0.594,79
1958,11/18/11,Villanova,,Delaware,W 79-69,200,27,56,0.482,19,34,0.559,8,22,0.364,17,22,0.773,79
1959,11/19/11,Cal St Bakersfield,,Pepperdine,W 79-70,200,25,45,0.556,15,28,0.536,10,17,0.588,19,26,0.731,79
1960,11/19/11,Southern Miss,@,Colorado State,W 79-58,200,31,59,0.525,21,41,0.512,10,18,0.556,7,9,0.778,79
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
1961,11/19/11,NC State,N,Vanderbilt,L 79-86,200,31,62,0.5,27,51,0.529,4,11,0.364,13,22,0.591,79
1962,11/19/11,Tx-Rio Grande,,Texas State,W 79-77,200,26,56,0.464,17,34,0.5,9,22,0.409,18,29,0.621,79
1963,11/19/11,Valparaiso,,Indiana-Kokomo,W 79-48,200,26,64,0.406,19,40,0.475,7,24,0.292,20,25,0.8,79
1964,11/19/11,UMBC,@,VMI,L 79-84,200,28,52,0.538,25,41,0.61,3,11,0.273,20,32,0.625,79
1965,11/20/11,St. Joseph's,N,Tulsa,W 79-75,200,29,49,0.592,22,41,0.537,7,8,0.875,14,18,0.778,79
1966,11/20/11,N.C. Central,@,Wake Forest,L 79-93,200,23,53,0.434,15,31,0.484,8,22,0.364,25,28,0.893,79
1967,11/21/11,S Dakota St.,N,Niagara,W 79-71,200,23,57,0.404,19,37,0.514,4,20,0.2,29,47,0.617,79
1968,11/22/11,Brown,N,Monmouth,W 79-71,200,30,49,0.612,19,27,0.704,11,22,0.5,8,16,0.5,79
1969,11/22/11,Fresno State,N,UTSA,L 79-83,200,24,58,0.414,16,30,0.533,8,28,0.286,23,30,0.767,79
1970,11/23/11,Loyola Marymount,@,Idaho State,W 79-76 (OT),225,32,64,0.5,27,46,0.587,5,18,0.278,10,13,0.769,79
1971,11/23/11,UIC,,Evansville,W 79-75,200,25,51,0.49,16,38,0.421,9,13,0.692,20,37,0.541,79
1972,11/23/11,Lipscomb,N,Sacred Heart,W 79-77,200,28,59,0.475,15,37,0.405,13,22,0.591,10,17,0.588,79
1973,11/23/11,South Alabama,@,LSU,W 79-75 (OT),225,30,59,0.508,27,50,0.54,3,9,0.333,16,22,0.727,79
1974,11/23/11,Michigan,N,UCLA,W 79-63,200,29,47,0.617,22,33,0.667,7,14,0.5,14,20,0.7,79
1975,11/24/11,Santa Clara,N,New Mexico,W 79-76 (OT),225,21,48,0.438,10,23,0.435,11,25,0.44,26,34,0.765,79
1976,11/26/11,St. Francis (NY),@,NJIT,W 79-60,200,27,54,0.5,20,37,0.541,7,17,0.412,18,27,0.667,79
1977,11/26/11,Northern Iowa,N,Providence,W 79-62,200,27,57,0.474,18,36,0.5,9,21,0.429,16,28,0.571,79
1978,11/27/11,Eastern Wash.,,UC-Davis,W 79-59,200,25,52,0.481,16,27,0.593,9,25,0.36,20,27,0.741,79
1979,11/27/11,Portland State,N,Md.-East. Shore,W 79-69,200,23,51,0.451,17,30,0.567,6,21,0.286,27,40,0.675,79
1980,11/28/11,Louisville,,Long Beach St.,W 79-66,200,26,57,0.456,19,40,0.475,7,17,0.412,20,26,0.769,79
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
1981,11/28/11,Stanford,,Pacific,W 79-37,200,29,57,0.509,22,38,0.579,7,19,0.368,14,18,0.778,79
1982,11/29/11,Arkansas State,,SE Missouri St,W 79-63,200,27,49,0.551,21,41,0.512,6,8,0.75,19,26,0.731,79
1983,11/29/11,Fordham,,Colgate,W 79-69,200,25,54,0.463,21,43,0.488,4,11,0.364,25,40,0.625,79
1984,11/29/11,Troy,,ETSU,W 79-71,200,26,63,0.413,14,28,0.5,12,35,0.343,15,19,0.789,79
1985,12/1/11,Mercer,@,Lipscomb,W 79-72,200,30,60,0.5,23,46,0.5,7,14,0.5,12,15,0.8,79
1986,12/2/11,Long Beach St.,,BYU-Hawaii,W 79-43,200,29,54,0.537,23,39,0.59,6,15,0.4,15,20,0.75,79
1987,12/2/11,Fairfield,@,Niagara,W 79-75,200,26,51,0.51,16,26,0.615,10,25,0.4,17,27,0.63,79
1988,12/3/11,BYU,N,Oregon,W 79-65,200,28,71,0.394,18,45,0.4,10,26,0.385,13,19,0.684,79
1989,12/3/11,San Diego,@,UC-Irvine,L 79-99,200,25,61,0.41,14,30,0.467,11,31,0.355,18,29,0.621,79
1990,12/3/11,Lehigh,@,Cornell,L 79-81 (OT),225,23,60,0.383,20,36,0.556,3,24,0.125,30,36,0.833,79
1991,12/3/11,IUPUI,,North Dakota St.,L 79-84,200,27,76,0.355,22,52,0.423,5,24,0.208,20,27,0.741,79
1992,12/3/11,Cal St Fullerton,@,SIU Edwardsville,W 79-57,200,25,50,0.5,15,29,0.517,10,21,0.476,19,24,0.792,79
1993,12/5/11,Boise State,,Idaho State,W 79-55,200,23,52,0.442,11,23,0.478,12,29,0.414,21,28,0.75,79
1994,12/6/11,Bradley,,Northeastern,W 79-68,200,27,60,0.45,20,46,0.435,7,14,0.5,18,24,0.75,79
1995,12/6/11,Marquette,N,Washington,W 79-77,200,27,62,0.435,21,45,0.467,6,17,0.353,19,27,0.704,79
1996,12/10/11,Niagara,@,Hartford,W 79-76,200,25,50,0.5,16,31,0.516,9,19,0.474,20,26,0.769,79
1997,12/10/11,Marquette,,Green Bay,W 79-61,200,32,64,0.5,28,52,0.538,4,12,0.333,11,17,0.647,79
1998,12/10/11,San Francisco,,Pacific,W 79-69,200,27,51,0.529,20,30,0.667,7,21,0.333,18,22,0.818,79
1999,12/10/11,Bowling Green,@,Valparaiso,L 79-82,200,30,56,0.536,28,50,0.56,2,6,0.333,17,26,0.654,79
2000,12/11/11,Jacksonville,@,Furman,L 79-85,200,30,62,0.484,25,48,0.521,5,14,0.357,14,22,0.636,79
2001,12/11/11,Kansas State,,North Florida,W 79-68 (OT),225,28,72,0.389,26,57,0.456,2,15,0.133,21,30,0.7,79
2002,12/11/11,Lafayette,@,Sacred Heart,L 79-84,200,26,55,0.473,14,28,0.5,12,27,0.444,15,20,0.75,79
2003,12/11/11,Winthrop,,Virginia Wise,W 79-70,200,30,61,0.492,27,50,0.54,3,11,0.273,16,22,0.727,79
2004,12/12/11,Oregon,,Portland State,W 79-70,200,27,59,0.458,20,39,0.513,7,20,0.35,18,23,0.783,79
2005,12/14/11,Richmond,,Iona,L 79-88,200,27,59,0.458,17,35,0.486,10,24,0.417,15,18,0.833,79
2006,12/16/11,Hawaii,N,Hawaii-Hilo,W 79-66,200,29,63,0.46,27,46,0.587,2,17,0.118,19,26,0.731,79
2007,12/17/11,Bucknell,,Richmond,W 79-65,200,26,44,0.591,20,30,0.667,6,14,0.429,21,21,1,79
2008,12/17/11,Denver,,Boise State,W 79-62,200,28,49,0.571,20,34,0.588,8,15,0.533,15,20,0.75,79
2009,12/17/11,Oklahoma,N,Houston,W 79-74,200,27,64,0.422,21,54,0.389,6,10,0.6,19,24,0.792,79
2010,12/17/11,Marshall,,High Point,W 79-59,200,30,67,0.448,22,36,0.611,8,31,0.258,11,25,0.44,79
2011,12/17/11,USC Upstate,@,Stetson,W 79-63,200,27,60,0.45,19,42,0.452,8,18,0.444,17,21,0.81,79
2012,12/20/11,San Jose State,,UC-Davis,W 79-59,200,30,57,0.526,20,36,0.556,10,21,0.476,9,15,0.6,79
2013,12/21/11,Akron,,N.C. A&T,W 79-52,200,26,61,0.426,18,33,0.545,8,28,0.286,19,28,0.679,79
2014,12/21/11,Wofford,@,High Point,L 79-87,200,29,51,0.569,17,26,0.654,12,25,0.48,9,17,0.529,79
2015,12/22/11,UConn,,Fairfield,W 79-71,200,28,52,0.538,21,41,0.512,7,11,0.636,16,21,0.762,79
2016,12/22/11,Northwestern,@,Creighton,L 79-87,200,29,58,0.5,20,36,0.556,9,22,0.409,12,12,1,79
2017,12/23/11,Wisconsin,,Miss Val St,W 79-45,200,22,44,0.5,18,34,0.529,4,10,0.4,31,44,0.705,79
2018,12/27/11,BYU,,Cal St San Marcos,W 79-51,200,31,62,0.5,27,41,0.659,4,21,0.19,13,21,0.619,79
2019,12/28/11,Drake,,Indiana State,W 79-64,200,31,55,0.564,25,45,0.556,6,10,0.6,11,20,0.55,79
2020,12/28/11,Purdue,@,Iowa,W 79-76,200,33,66,0.5,27,46,0.587,6,20,0.3,7,11,0.636,79
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
2021,12/28/11,Marist,,Columbia,W 79-59,200,30,58,0.517,21,41,0.512,9,17,0.529,10,15,0.667,79
2022,12/29/11,Belmont,,Marshall,W 79-74,200,26,59,0.441,22,47,0.468,4,12,0.333,23,33,0.697,79
2023,12/29/11,Colorado State,N,Jacksonville St.,W 79-56,200,27,45,0.6,25,37,0.676,2,8,0.25,23,30,0.767,79
2024,12/29/11,Denver,,Troy,W 79-62,200,27,54,0.5,16,22,0.727,11,32,0.344,14,18,0.778,79
2025,12/29/11,Rhode Island,N,James Madison,W 79-60,200,27,54,0.5,20,37,0.541,7,17,0.412,18,29,0.621,79
2026,12/29/11,UTEP,,Ark-Pine Bluff,W 79-58,200,32,55,0.582,28,37,0.757,4,18,0.222,11,16,0.688,79
2027,12/30/11,Longwood,N,Hampton,L 79-82,200,29,63,0.46,20,37,0.541,9,26,0.346,12,17,0.706,79
2028,12/30/11,Montana,,Eastern Wash.,W 79-71,200,23,48,0.479,17,30,0.567,6,18,0.333,27,37,0.73,79
2029,12/30/11,Oral Roberts,@,South Dakota,W 79-67,200,30,56,0.536,20,37,0.541,10,19,0.526,9,14,0.643,79
2030,12/30/11,Stony Brook,,Rider,W 79-62,200,28,57,0.491,21,36,0.583,7,21,0.333,16,23,0.696,79
2031,12/31/11,Army,,St. Francis (NY),W 79-70,200,29,55,0.527,19,35,0.543,10,20,0.5,11,18,0.611,79
2032,1/1/12,Bowling Green,@,UTSA,L 79-86 (OT),225,32,74,0.432,24,48,0.5,8,26,0.308,7,12,0.583,79
2033,1/3/12,Florida,,UAB,W 79-61,200,31,61,0.508,16,34,0.471,15,27,0.556,2,5,0.4,79
2034,1/3/12,Fort Wayne,,Southern Utah,W 79-58,200,31,58,0.534,25,43,0.581,6,15,0.4,11,16,0.688,79
2035,1/3/12,South Carolina,,SC St.,W 79-51,200,28,56,0.5,17,33,0.515,11,23,0.478,12,16,0.75,79
2036,1/4/12,Dayton,,Saint Louis,W 79-72 (OT),225,24,55,0.436,17,41,0.415,7,14,0.5,24,28,0.857,79
2037,1/7/12,Clemson,,Florida State,W 79-59,200,24,49,0.49,21,35,0.6,3,14,0.214,28,33,0.848,79
2038,1/7/12,Kentucky,,South Carolina,W 79-64,200,29,49,0.592,24,38,0.632,5,11,0.455,16,22,0.727,79
2039,1/7/12,Monmouth,,Wagner,L 79-89,200,29,63,0.46,22,45,0.489,7,18,0.389,14,24,0.583,79
2040,1/7/12,LIU-Brooklyn,@,Quinnipiac,W 79-75,200,27,67,0.403,21,46,0.457,6,21,0.286,19,27,0.704,79
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
2041,1/7/12,Loyola Marymount,@,San Diego,W 79-68,200,25,62,0.403,14,42,0.333,11,20,0.55,18,23,0.783,79
2042,1/8/12,Purdue,@,Minnesota,W 79-66,200,30,55,0.545,20,40,0.5,10,15,0.667,9,19,0.474,79
2043,1/8/12,NC State,,Maryland,W 79-74,200,28,59,0.475,26,50,0.52,2,9,0.222,21,24,0.875,79
2044,1/8/12,Princeton,,TCNJ,W 79-68,200,29,54,0.537,23,39,0.59,6,15,0.4,15,26,0.577,79
2045,1/10/12,Illinois,,Ohio State,W 79-74,200,27,45,0.6,16,27,0.593,11,18,0.611,14,17,0.824,79
2046,1/11/12,Longwood,@,Brown,W 79-77,200,33,63,0.524,25,44,0.568,8,19,0.421,5,11,0.455,79
2047,1/11/12,Colorado State,,Denver,W 79-75,200,25,47,0.532,24,40,0.6,1,7,0.143,28,31,0.903,79
2048,1/11/12,Nicholls State,,NW St.,L 79-80,200,28,62,0.452,17,35,0.486,11,27,0.407,12,18,0.667,79
2049,1/11/12,Syracuse,@,Villanova,W 79-66,200,28,63,0.444,23,45,0.511,5,18,0.278,18,25,0.72,79
2050,1/12/12,Pacific,@,Cal St Northridge,W 79-59,200,27,48,0.563,22,37,0.595,5,11,0.455,20,33,0.606,79
2051,1/12/12,UC-Riverside,,UCSB,W 79-70 (OT),225,23,61,0.377,19,50,0.38,4,11,0.364,29,35,0.829,79
2052,1/12/12,Rider,@,Siena,L 79-83,200,28,64,0.438,18,37,0.486,10,27,0.37,13,19,0.684,79
2053,1/14/12,App. St.,,Davidson,L 79-83,200,25,53,0.472,16,33,0.485,9,20,0.45,20,32,0.625,79
2054,1/14/12,Dayton,,La Salle,W 79-75,200,25,52,0.481,19,35,0.543,6,17,0.353,23,32,0.719,79
2055,1/14/12,High Point,,UNC Asheville,L 79-86,200,28,57,0.491,17,31,0.548,11,26,0.423,12,17,0.706,79
2056,1/14/12,Bucknell,@,Lafayette,W 79-65,200,30,52,0.577,26,44,0.591,4,8,0.5,15,15,1,79
2057,1/14/12,Drexel,@,UNC Wilmington,W 79-57,200,29,55,0.527,22,40,0.55,7,15,0.467,14,16,0.875,79
2058,1/14/12,Florida,@,South Carolina,W 79-65,200,25,47,0.532,13,23,0.565,12,24,0.5,17,21,0.81,79
2059,1/16/12,Vermont,,Maine,W 79-65,200,27,55,0.491,22,44,0.5,5,11,0.455,20,23,0.87,79
2060,1/19/12,New Mexico St.,@,San Jose State,W 79-63,200,30,58,0.517,26,47,0.553,4,11,0.364,15,19,0.789,79
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
2061,1/21/12,Arkansas State,,Louisiana,W 79-74,200,30,65,0.462,24,49,0.49,6,16,0.375,13,18,0.722,79
2062,1/21/12,Evansville,,Illinois State,W 79-71,200,25,58,0.431,17,39,0.436,8,19,0.421,21,23,0.913,79
2063,1/21/12,Wofford,@,Furman,W 79-72,200,25,49,0.51,17,36,0.472,8,13,0.615,21,25,0.84,79
2064,1/21/12,Ohio State,@,Nebraska,W 79-45,200,26,59,0.441,18,38,0.474,8,21,0.381,19,28,0.679,79
2065,1/21/12,Marquette,@,Providence,W 79-72,200,29,54,0.537,20,43,0.465,9,11,0.818,12,20,0.6,79
2066,1/21/12,UMass,@,Richmond,W 79-68,200,28,58,0.483,24,45,0.533,4,13,0.308,19,22,0.864,79
2067,1/21/12,USC Upstate,,Belmont,W 79-78,200,28,52,0.538,23,41,0.561,5,11,0.455,18,27,0.667,79
2068,1/21/12,St. Francis (NY),,Mt. St. Mary's,W 79-60,200,26,47,0.553,17,31,0.548,9,16,0.563,18,24,0.75,79
2069,1/21/12,Villanova,@,St. John's (NY),W 79-76 (OT),225,29,75,0.387,23,51,0.451,6,24,0.25,15,26,0.577,79
2070,1/24/12,Texas-Arlington,@,Houston Baptist,W 79-74,200,20,45,0.444,14,30,0.467,6,15,0.4,33,40,0.825,79
2071,1/25/12,Temple,@,Charlotte,W 79-57,200,29,53,0.547,19,29,0.655,10,24,0.417,11,18,0.611,79
2072,1/25/12,Oklahoma State,,Missouri,W 79-72,200,31,52,0.596,26,39,0.667,5,13,0.385,12,14,0.857,79
2073,1/26/12,Nebraska,@,Iowa,W 79-73,200,27,52,0.519,20,32,0.625,7,20,0.35,18,24,0.75,79
2074,1/28/12,James Madison,@,George Mason,L 79-89,200,28,60,0.467,18,36,0.5,10,24,0.417,13,19,0.684,79
2075,1/28/12,Texas State,,Texas-Arlington,L 79-82,200,25,63,0.397,15,33,0.455,10,30,0.333,19,24,0.792,79
2076,2/1/12,NW St.,@,Central Ark.,W 79-68,200,34,57,0.596,27,41,0.659,7,16,0.438,4,15,0.267,79
2077,2/1/12,IUPUI,,Oakland,W 79-75,200,29,62,0.468,20,42,0.476,9,20,0.45,12,18,0.667,79
2078,2/2/12,Oregon,@,Utah,W 79-68,200,28,57,0.491,20,41,0.488,8,16,0.5,15,17,0.882,79
2079,2/2/12,Portland State,@,Weber State,L 79-92,200,27,55,0.491,17,35,0.486,10,20,0.5,15,22,0.682,79
2080,2/4/12,N.C. A&T,@,Bethune-Cookman,L 79-92,200,26,48,0.542,18,36,0.5,8,12,0.667,19,28,0.679,79
,,,,,,,School,School,School,School,School,School,School,School,School,School,School,School,School
,Date,Schl,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
2081,2/4/12,BYU,@,Portland,W 79-60,200,19,54,0.352,16,38,0.421,3,16,0.188,38,53,0.717,79
2082,2/4/12,South Dakota,,UMKC,W 79-63,200,29,58,0.5,22,44,0.5,7,14,0.5,14,22,0.636,79
2083,2/4/12,Tulsa,,Marshall,W 79-70,200,25,45,0.556,20,34,0.588,5,11,0.455,24,33,0.727,79
2084,2/4/12,Winthrop,@,VMI,L 79-86,200,32,63,0.508,23,41,0.561,9,22,0.409,6,12,0.5,79
2085,2/5/12,Pitt,,Villanova,W 79-70,200,22,51,0.431,14,33,0.424,8,18,0.444,27,31,0.871,79
2086,2/6/12,Bethune-Cookman,,N.C. Central,L 79-81,200,29,51,0.569,25,39,0.641,4,12,0.333,17,24,0.708,79
2087,2/8/12,Rice,@,Houston,W 79-71,200,30,60,0.5,21,41,0.512,9,19,0.474,10,14,0.714,79
2088,2/8/12,Sacred Heart,,Bryant,W 79-77,200,29,48,0.604,21,30,0.7,8,18,0.444,13,18,0.722,79
2089,2/8/12,Temple,,George Washington,W 79-72,200,23,55,0.418,17,39,0.436,6,16,0.375,27,34,0.794,79
2090,2/9/12,UC-Davis,,Cal St Northridge,W 79-71,200,24,55,0.436,14,29,0.483,10,26,0.385,21,26,0.808,79
2091,2/9/12,App. St.,@,Furman,W 79-69,200,23,56,0.411,20,44,0.455,3,12,0.25,30,38,0.789,79
2092,2/9/12,Hawaii,,Nevada,L 79-88,200,28,61,0.459,21,37,0.568,7,24,0.292,16,19,0.842,79
2093,2/9/12,San Jose State,,Fresno State,W 79-71 (2OT),250,26,54,0.481,21,32,0.656,5,22,0.227,22,29,0.759,79
2094,2/11/12,Kansas,,Oklahoma State,W 79-66,200,30,62,0.484,26,47,0.553,4,15,0.267,15,19,0.789,79
2095,2/11/12,Memphis,,UAB,W 79-45,200,26,49,0.531,12,25,0.48,14,24,0.583,13,18,0.722,79
2096,2/11/12,Idaho State,@,Northern Ariz.,W 79-73,200,27,60,0.45,16,40,0.4,11,20,0.55,14,15,0.933,79
2097,2/11/12,William & Mary,,Northeastern,W 79-54,200,30,61,0.492,20,41,0.488,10,20,0.5,9,13,0.692,79
2098,2/13/12,Baylor,,Iowa State,W 79-64,200,33,55,0.6,27,41,0.659,6,14,0.429,7,8,0.875,79
2099,2/15/12,App. St.,,Chattanooga,W 79-70,200,27,59,0.458,19,38,0.5,8,21,0.381,17,27,0.63,79
2100,2/15/12,Army,@,Colgate,W 79-59,200,30,58,0.517,18,33,0.545,12,25,0.48,7,8,0.875,79
2101,2/15/12,Eastern Wash.,,Northern Colo.,W 79-76,200,24,50,0.48,13,23,0.565,11,27,0.407,20,27,0.741,79
2102,2/15/12,Weber State,@,Montana State,W 79-70,200,26,48,0.542,21,31,0.677,5,17,0.294,22,25,0.88,79
2103,2/15/12,Texas State,,Tx AM-CC,W 79-61,200,23,49,0.469,15,29,0.517,8,20,0.4,25,35,0.714,79
2104,2/18/12,Marquette,@,UConn,W 79-64,200,24,54,0.444,14,32,0.438,10,22,0.455,21,26,0.808,79
2105,2/18/12,Long Beach St.,@,Creighton,L 79-81,200,30,51,0.588,23,36,0.639,7,15,0.467,12,20,0.6,79
2106,2/18/12,Illinois State,,Oakland,W 79-75,200,25,55,0.455,18,34,0.529,7,21,0.333,22,27,0.815,79
2107,2/18/12,Manhattan,,UNC Wilmington,W 79-64,200,24,53,0.453,17,36,0.472,7,17,0.412,24,30,0.8,79
2108,2/18/12,Hawaii,@,Montana,L 79-94,200,27,55,0.491,21,41,0.512,6,14,0.429,19,34,0.559,79
2109,2/18/12,San Jose State,@,Sacramento St.,W 79-67,200,26,49,0.531,18,31,0.581,8,18,0.444,19,21,0.905,79
2110,2/18/12,Washington,,Arizona,W 79-70,200,28,67,0.418,25,49,0.51,3,18,0.167,20,30,0.667,79
