Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
127,Indiana,36,29,7,0.806,24.9,8.38,14,4,17,2,7,2,2831,2236,67.1,91.9,0.27,0.327,0.474,46.7,43.3,9.4,11.2,0.44,17.8,34,0.191
128,Iona,34,20,14,0.588,4.04,-0.02,11,7,11,1,5,9,2733,2595,70.5,105.5,0.321,0.349,0.54,52.9,56.1,7.6,11,0.516,16.5,37.4,0.215
129,Iowa State,35,23,12,0.657,14.5,6.13,11,7,16,1,4,7,2779,2486,70,100,0.327,0.333,0.518,48.8,53.8,9.3,8.5,0.48,16.2,31,0.237
130,Iowa,38,25,13,0.658,14.22,6.93,9,9,18,2,3,8,2665,2388,66.6,93.4,0.311,0.332,0.48,48.9,51.8,10.3,10.7,0.441,16.7,33.4,0.22
131,Fort Wayne,33,16,17,0.485,-7,-5.32,7,9,10,4,4,10,2213,2178,65.7,99,0.368,0.328,0.54,49.8,47.6,9.5,7.8,0.507,18.1,27.6,0.255
132,IUPUI,32,6,26,0.188,-15.93,-2.79,1,15,3,8,1,13,2096,2451,66.2,113.9,0.305,0.316,0.578,57.8,54.1,10.2,7.4,0.547,14.9,36.5,0.229
133,Jackson State,29,11,18,0.379,-14.8,-9.52,9,9,6,3,4,14,1920,2073,69.4,101.7,0.393,0.324,0.53,56.8,47.8,8.9,10.2,0.5,17.9,38.1,0.258
134,Jacksonville State,28,17,11,0.607,-4.48,-4.29,8,8,9,3,6,8,1857,1817,63.8,100.8,0.381,0.269,0.537,56.6,52,10.1,10.4,0.494,20.8,43.7,0.281
135,Jacksonville,32,14,18,0.438,-10.47,-4.74,9,9,10,3,3,13,2181,2300,69.3,102,0.383,0.329,0.535,51.6,56.3,10.4,10.2,0.498,17.9,34.6,0.268
136,James Madison,36,21,15,0.583,-1.73,-2.28,11,7,10,4,4,9,2346,2326,64.1,100,0.392,0.341,0.526,53.8,57,8.2,8.5,0.487,18.1,34.5,0.273
137,Kansas State,35,27,8,0.771,13.53,6.53,14,4,15,1,7,3,2414,2115,63.6,95,0.36,0.3,0.504,49.4,51.7,8.7,8.9,0.466,19,35.7,0.248
138,Kansas,37,31,6,0.838,20.79,7.54,14,4,16,1,7,3,2782,2292,67.8,89.9,0.32,0.356,0.456,47.4,50.6,10.4,7.4,0.415,15.7,31.3,0.22
139,Kennesaw State,30,3,27,0.1,-15.4,-4.76,2,16,2,10,1,15,1831,2150,64.5,108.9,0.476,0.313,0.585,56.4,56.6,10,9.2,0.555,18.6,38.2,0.325
140,Kent State,35,21,14,0.6,2.38,-0.83,9,7,12,6,8,7,2484,2373,65.8,101.2,0.405,0.339,0.524,51.8,57.7,8.9,10.7,0.487,17.7,36.8,0.277
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
141,Kentucky,33,21,12,0.636,13.94,5.78,12,6,16,2,4,8,2396,2127,66.8,95.8,0.302,0.284,0.478,48.8,47.2,8.8,9,0.439,14.9,33.5,0.217
142,La Salle,34,24,10,0.706,10.14,4.46,11,5,13,2,8,6,2450,2257,66.5,99.1,0.285,0.246,0.52,55.4,50,8.7,10.7,0.493,18.3,37.7,0.194
143,Lafayette,34,19,15,0.559,-3,-2.36,10,4,14,3,5,12,2349,2346,65.8,104.5,0.314,0.322,0.548,56.2,52.7,9.8,8.5,0.522,17.8,36.3,0.215
144,Lamar,31,3,28,0.097,-20.55,-3.26,1,17,1,10,1,17,1862,2398,70.7,108.4,0.29,0.282,0.528,53.3,54.4,13.9,9.7,0.503,13.5,38.4,0.195
145,Lehigh,31,21,10,0.677,3.95,-3.01,10,4,11,3,9,7,2266,2022,66.6,97.9,0.288,0.363,0.501,55,60.2,7.8,8.9,0.469,17.4,37.3,0.2
146,Liberty,36,15,21,0.417,-9.13,-5.8,6,10,8,7,4,11,2489,2519,66.6,104,0.385,0.334,0.511,52.8,51.3,9.9,10.1,0.473,13.5,35.3,0.263
147,Lipscomb,30,12,18,0.4,-11.7,-3.45,7,11,8,6,4,11,2079,2300,70.9,106.8,0.444,0.412,0.548,50.1,58.9,11.4,12,0.517,16.2,34.5,0.294
148,Long Beach State,33,19,14,0.576,-1.18,1.92,14,4,11,3,7,10,2291,2360,68.2,104.5,0.32,0.36,0.531,52.9,60.9,9.6,8.1,0.504,16.9,38.2,0.215
149,Long Island University,34,20,14,0.588,-3.21,-5.8,12,6,12,2,7,9,2677,2589,70,108,0.316,0.309,0.55,51.4,54.2,9.8,10,0.526,15.8,37.2,0.214
150,Longwood,33,8,25,0.242,-19.36,-5.1,4,12,4,9,2,14,2270,2687,72.4,112.1,0.344,0.292,0.57,54.5,55.9,12.4,8,0.539,15.9,37.3,0.249
151,Louisiana,33,13,20,0.394,-4.92,-2.23,8,12,10,5,2,14,2337,2413,71,101.9,0.428,0.305,0.528,55.7,45.6,9.1,10.1,0.486,17.9,38.6,0.298
152,Louisiana-Monroe,27,4,23,0.148,-13.97,-1.45,3,17,3,9,1,13,1621,1959,66.9,107.4,0.396,0.364,0.569,56.8,55.3,12.1,14.1,0.535,18.8,37.9,0.282
153,Louisiana State,31,19,12,0.613,5.82,4.01,9,9,14,3,4,8,2194,2138,69,98.3,0.38,0.308,0.508,52.5,43.9,10.5,10.9,0.47,18.3,37.9,0.26
154,Louisiana Tech,34,27,7,0.794,5.48,-2.06,16,2,14,0,11,6,2470,2151,70.6,89.7,0.353,0.284,0.482,52.7,46.4,8.5,8.9,0.445,20.9,37.2,0.236
155,Louisville,40,35,5,0.875,24.81,9.13,14,4,15,1,8,3,2978,2351,66.4,87.1,0.349,0.333,0.483,48.9,49.7,8.3,8.1,0.448,23.1,35.4,0.23
156,Loyola (IL),31,15,16,0.484,-1.03,-2.3,5,11,8,6,6,9,1995,1934,63.1,98.5,0.3,0.313,0.516,51,50.5,10.7,11.7,0.484,16.3,31,0.209
157,Loyola Marymount,34,11,23,0.324,-3.04,2.86,1,15,5,9,2,12,2202,2338,66,103,0.404,0.358,0.542,52.1,58.5,10.2,8.5,0.511,18.1,34.7,0.271
158,Loyola (MD),35,23,12,0.657,1.33,-2.1,12,6,13,3,7,8,2341,2221,63.9,97.9,0.424,0.295,0.498,52.1,49,8.1,10.4,0.458,17.6,40.1,0.281
159,Maine,30,11,19,0.367,-9.57,-4.12,6,10,8,4,3,15,1988,2091,69.1,100.9,0.332,0.323,0.51,52,51.1,11,6.8,0.475,15.1,33.9,0.23
160,Manhattan,32,14,18,0.438,-1.97,-0.38,9,9,7,4,5,11,1865,1916,62.5,95,0.465,0.328,0.51,53,58.2,11.2,12.7,0.461,19.9,36.1,0.322
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
161,Marist,31,10,21,0.323,-6.34,-1.63,6,12,6,7,3,11,2045,2191,67.8,103,0.32,0.302,0.528,55.1,51.1,11.3,9.4,0.499,16.3,35.6,0.218
162,Marquette,35,26,9,0.743,14.04,8.58,14,4,16,0,5,6,2382,2191,63.4,97.4,0.317,0.359,0.495,49.2,59.5,10.2,9.8,0.462,16.6,36.8,0.216
163,Marshall,32,13,19,0.406,-3.62,0.93,6,10,11,4,1,11,2208,2327,68.8,104.9,0.383,0.293,0.526,51.5,56.7,12.4,7.7,0.495,16,39.5,0.254
164,Maryland-Baltimore County,31,8,23,0.258,-12.5,-3.7,5,11,6,8,1,14,1970,2216,67.6,104.1,0.446,0.352,0.546,54.9,56.3,10.9,7.9,0.508,17.7,35.4,0.308
165,Maryland-Eastern Shore,28,2,26,0.071,-19.61,-5.11,2,14,2,6,0,15,1535,1941,64.6,106.4,0.332,0.344,0.559,54.4,59.3,11.1,12.1,0.537,18.3,39.3,0.22
166,Maryland,38,25,13,0.658,11.37,4.66,8,10,18,3,4,7,2688,2433,67.3,94.8,0.297,0.339,0.474,46,51.2,10.1,10.2,0.436,13.6,30.3,0.21
167,Massachusetts,33,21,12,0.636,5.82,4.55,9,7,10,5,8,4,2408,2366,70.9,100.8,0.35,0.326,0.513,52.1,55.2,10,8.8,0.474,16.1,35.8,0.248
168,McNeese State,31,14,17,0.452,-11.49,-4.63,7,11,9,5,4,11,2055,2172,66,103.6,0.359,0.295,0.517,54.7,56.6,8.8,7.9,0.48,16.3,40.1,0.249
169,Memphis,36,31,5,0.861,12.26,2.7,16,0,17,1,9,1,2681,2337,69.5,92.7,0.349,0.304,0.492,49.2,50.1,10.6,8.1,0.455,19,33.9,0.236
170,Mercer,36,24,12,0.667,0.69,-4.08,14,4,13,0,9,8,2371,2135,62.9,93.7,0.392,0.375,0.495,52.7,52.6,9.1,9.4,0.457,19.1,35.7,0.258
171,Miami (FL),36,29,7,0.806,16.99,7.88,15,3,14,1,10,3,2509,2181,64,94.3,0.283,0.349,0.484,49.9,48.9,8.3,8.3,0.457,15.9,30.7,0.184
172,Miami (OH),31,9,22,0.29,-6.62,-0.26,3,13,5,8,4,13,1954,2128,65.3,104.6,0.375,0.382,0.564,56.3,59.4,11.1,10.9,0.538,19.9,37.6,0.254
173,Michigan State,36,27,9,0.75,18.64,10.55,13,5,17,1,6,5,2448,2129,64.7,91.4,0.32,0.342,0.476,46.7,51.5,11.5,8.8,0.441,16.6,30.1,0.213
174,Michigan,39,31,8,0.795,21.28,10.05,12,6,17,1,5,5,2932,2467,64.1,97.7,0.226,0.335,0.501,50.1,52.5,8.3,8.3,0.478,16,32.3,0.154
175,Middle Tennessee,34,28,6,0.824,11.16,-1.52,19,1,15,0,11,3,2405,1974,65.6,87.9,0.428,0.317,0.481,47.7,46.3,9.8,7,0.444,20.5,31.5,0.271
176,Milwaukee,32,8,24,0.25,-10.33,-0.26,3,13,7,7,1,15,2007,2264,66,105.5,0.304,0.306,0.53,56.6,54.2,11.5,11.6,0.5,15.2,39.2,0.213
177,Minnesota,34,21,13,0.618,16.83,10.31,8,10,15,2,3,8,2337,2115,63.5,97.6,0.367,0.347,0.497,46.9,56.3,12,9.1,0.456,17.1,36.9,0.255
178,Mississippi State,32,10,22,0.313,-4.54,4.34,4,14,7,7,1,11,1940,2224,68.2,101,0.258,0.365,0.524,55.4,56.6,12.3,13.4,0.499,18.8,39.8,0.178
179,Mississippi Valley State,28,5,23,0.179,-19.13,-8.28,5,13,4,5,1,16,1765,2069,70.7,104,0.431,0.274,0.542,56.7,49.1,11.1,11.2,0.515,18.8,41.9,0.276
180,Mississippi,36,27,9,0.75,14.42,4.14,12,6,16,1,6,6,2779,2409,70.5,94,0.311,0.363,0.495,51.9,54.6,8.1,7.8,0.464,18.5,35.5,0.206
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
181,Missouri-Kansas City,32,8,24,0.25,-13.61,-2.74,5,11,3,11,4,11,1950,2252,65.2,108,0.416,0.31,0.568,53.2,55.1,12.1,9.3,0.54,16.8,33.3,0.282
182,Missouri State,33,11,22,0.333,-2.8,4.65,7,11,8,7,2,12,1966,2136,61.5,104.6,0.386,0.35,0.546,55.4,55.9,7.7,9.6,0.51,17.1,33.3,0.272
183,Missouri,34,23,11,0.676,15.41,6,11,7,17,0,2,8,2588,2268,68.2,97,0.297,0.349,0.493,46.3,46.3,9.3,8.2,0.461,15.1,31.5,0.203
184,Monmouth,31,10,21,0.323,-12.02,-4.19,5,13,5,8,3,13,2009,2252,70.8,102.6,0.415,0.384,0.561,57.9,61,10.1,13.7,0.529,21.8,41.3,0.285
185,Montana State,30,13,17,0.433,-10.9,-6.69,10,10,10,6,3,10,2118,2181,67,106.7,0.382,0.353,0.582,53.9,53.4,9.4,8.1,0.548,19.3,33,0.28
186,Montana,32,25,7,0.781,-1.11,-4.21,19,1,15,1,10,4,2238,2096,63.8,100.7,0.35,0.303,0.519,53.6,48.6,8.9,8.4,0.481,16.1,33.7,0.248
187,Morehead State,33,15,18,0.455,-5.36,-1.81,8,8,10,5,3,12,2396,2408,70.9,101.4,0.58,0.348,0.571,48.1,63.2,11.2,10.3,0.517,21.2,32.8,0.421
188,Morgan State,32,17,15,0.531,-5.39,-7.51,10,6,5,4,8,9,2162,2094,67.3,95.7,0.382,0.307,0.492,51.6,49,10.5,8,0.453,18.3,39.7,0.257
189,Mount St. Mary's,32,18,14,0.563,-5.85,-4.1,11,7,10,2,8,12,2233,2289,67.6,105.4,0.382,0.241,0.58,56.5,51.5,8.8,7.7,0.557,20.8,37.1,0.255
190,Murray State,31,21,10,0.677,1.21,-2.89,10,6,10,4,8,4,2257,2071,67,98.1,0.329,0.319,0.511,50.7,53.3,9.8,7.9,0.471,17.7,34.5,0.24
191,Navy,31,8,23,0.258,-11.31,-4.44,2,12,5,9,2,13,1709,1888,60.6,100.1,0.378,0.399,0.525,57.6,61.3,8.5,8.9,0.491,18.5,37.7,0.256
192,Omaha,31,11,20,0.355,-15.18,-3.9,6,10,7,6,3,13,2215,2548,71.6,114.8,0.291,0.341,0.578,57.5,51.9,10.8,6.4,0.556,15.3,39.5,0.205
193,Nebraska,33,15,18,0.455,4.4,9.59,5,13,11,7,2,9,1923,2094,61.8,102.6,0.389,0.313,0.521,55.7,49.7,8.4,11.3,0.486,15.5,34.4,0.263
194,Nevada-Las Vegas,35,25,10,0.714,12.92,5.71,10,6,17,2,6,6,2498,2206,68.9,91.1,0.294,0.319,0.475,48,50.9,9.4,6.7,0.439,16.3,29.5,0.204
195,Nevada,31,12,19,0.387,0.45,5.35,3,13,10,7,2,11,2092,2229,66.9,106.6,0.396,0.341,0.548,54.5,58.5,9.8,11.3,0.517,16.2,35.7,0.269
196,New Hampshire,29,9,20,0.31,-8.26,-4.19,5,11,6,6,3,13,1745,1819,64.5,96.4,0.364,0.311,0.495,54,45.9,9.8,8.5,0.452,16.3,32.9,0.258
197,New Mexico State,35,24,11,0.686,5.11,0.7,14,4,15,1,6,8,2355,2175,65.2,94.6,0.303,0.299,0.488,46.9,47.2,9.4,7.9,0.45,16.2,31.6,0.217
198,New Mexico,35,29,6,0.829,13.28,6.63,13,3,15,1,8,4,2355,2122,64.7,93.1,0.257,0.391,0.486,50.6,57.9,8.3,8.5,0.459,16.9,30.3,0.173
199,New Orleans,26,8,18,0.308,-21.26,-6.12,0,0,8,4,0,13,1791,1958,72.6,101.2,0.403,0.31,0.539,54.7,57.5,12.3,7.2,0.508,19.2,38.5,0.269
200,Niagara,33,19,14,0.576,0.58,-1.15,13,5,11,4,7,8,2436,2379,68.9,103.1,0.406,0.358,0.55,54.4,55,8,10.2,0.517,19.4,37.7,0.279
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
201,Nicholls State,30,9,21,0.3,-10.54,-4.97,8,10,5,5,4,13,2020,2187,67.3,106.9,0.393,0.269,0.555,56.5,51.3,9.9,11.8,0.521,17.8,40.1,0.275
202,NJIT,29,16,13,0.552,-8.33,-9.01,6,2,12,3,4,9,2042,1869,68.5,91.8,0.384,0.339,0.48,50.5,58.4,8.9,12.8,0.437,18.7,35.5,0.262
203,Norfolk State,33,21,12,0.636,-5.77,-6.56,16,0,11,0,10,9,2188,2162,68.7,95,0.385,0.309,0.487,53.3,48.4,10.4,10.1,0.449,18.4,39.3,0.256
204,North Carolina-Asheville,32,16,16,0.5,-3.67,-3.98,10,6,10,4,6,8,2296,2213,69.6,99,0.319,0.312,0.517,50.9,56.2,11.3,7.7,0.488,17.8,35.3,0.215
205,North Carolina A&T,37,20,17,0.541,-6.94,-6.3,8,8,9,3,5,12,2299,2291,67.1,92,0.409,0.382,0.488,53.6,57,10.1,10.8,0.449,20.1,36.4,0.267
206,North Carolina Central,31,22,9,0.71,-2.23,-7.05,15,1,12,2,9,5,2079,1758,64.9,87.3,0.383,0.357,0.479,50.6,53.2,10.5,9.6,0.444,21.3,33.6,0.245
207,North Carolina-Greensboro,31,9,22,0.29,-9.42,-5.31,6,12,6,9,2,12,2222,2286,71.7,102.9,0.501,0.33,0.548,52.5,49,8.6,8.4,0.494,17.2,30.4,0.367
208,North Carolina State,35,24,11,0.686,14.32,7.17,11,7,16,1,3,7,2708,2458,68.6,102,0.29,0.323,0.504,49.8,45.6,8.7,8.2,0.468,14.1,35.2,0.21
209,North Carolina-Wilmington,30,10,20,0.333,-10.09,-2.27,5,13,9,5,1,15,1899,2111,66.6,105.7,0.372,0.303,0.536,52.6,50.3,13.3,9.5,0.5,15.4,34.9,0.261
210,North Carolina,36,25,11,0.694,14.52,8.01,12,6,14,2,7,6,2762,2492,71.6,96.3,0.268,0.33,0.509,51.4,47.8,9.4,8.4,0.48,18.6,35,0.188
211,North Dakota State,34,24,10,0.706,5.21,-4.01,12,4,12,1,7,8,2282,1908,61,91.3,0.353,0.331,0.482,47.8,51.9,9,8.7,0.439,16.4,26.8,0.248
212,North Dakota,33,16,17,0.485,-8.53,-5.34,12,8,9,5,6,11,2222,2243,67.2,100.7,0.325,0.314,0.521,53.9,49.4,10.3,10.7,0.485,17.6,36,0.234
213,North Florida,32,13,19,0.406,-7.35,-3.22,8,10,7,4,4,14,2121,2235,66.7,104.8,0.364,0.241,0.518,55.3,46.2,11.3,11.5,0.482,15.7,40.9,0.25
214,North Texas,32,12,20,0.375,-6.39,-2.73,7,13,8,7,2,11,2117,2201,67.7,100.5,0.337,0.312,0.509,52.1,48.7,9.9,8.2,0.473,15.9,36.7,0.234
215,Northeastern,33,20,13,0.606,-1.35,-1.93,14,4,7,8,10,3,2273,2254,63.8,104.6,0.291,0.329,0.551,55.1,49.9,10.8,10.4,0.522,19,39.8,0.209
216,Northern Arizona,32,11,21,0.344,-12.02,-3.55,8,12,6,6,4,13,2140,2411,68.6,107.7,0.388,0.341,0.568,55.4,53,11.5,10.3,0.532,17.6,34.5,0.282
217,Northern Colorado,31,13,18,0.419,-7.64,-5.19,10,10,8,5,4,13,2184,2181,66.4,105.6,0.33,0.379,0.548,50.5,54.9,9.1,8.5,0.517,16.2,32.1,0.234
218,Northern Illinois,30,5,25,0.167,-12,-2.2,3,13,3,11,2,14,1619,1885,62.6,100,0.509,0.427,0.55,52.7,56.7,10.6,10.9,0.504,19.9,33.4,0.359
219,Northern Iowa,36,21,15,0.583,8.6,5.23,11,7,16,4,5,6,2400,2229,63.4,96.6,0.26,0.349,0.514,52.2,46.3,9.9,7.9,0.486,17.5,29.2,0.185
220,Northern Kentucky,27,11,16,0.407,-7.82,-5.42,9,9,5,4,6,9,1582,1647,60.4,101,0.357,0.35,0.534,56.1,54.6,8.2,11.3,0.498,18.1,34.5,0.253
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
221,Northwestern State,32,23,9,0.719,0.41,-3.77,15,3,13,1,8,7,2559,2285,74.4,96,0.388,0.267,0.499,52.4,48.1,9.3,5.4,0.469,18.9,39.4,0.243
222,Northwestern,32,13,19,0.406,5.36,8.3,4,14,8,11,3,7,1943,2037,61.5,103.2,0.378,0.311,0.511,58.6,58.9,9.4,13,0.482,15.8,41,0.242
223,Notre Dame,35,25,10,0.714,13.74,7.22,11,7,17,2,4,5,2450,2222,62,99.6,0.246,0.292,0.495,49.4,60.7,9,9.3,0.468,13.7,32.7,0.17
224,Oakland,33,16,17,0.485,-4.39,-1.61,10,6,10,2,5,14,2444,2485,68.9,108.5,0.351,0.399,0.59,53.5,58.9,8.4,11,0.566,18.7,33.3,0.246
225,Ohio State,37,29,8,0.784,20.19,9.32,13,5,16,2,5,5,2599,2197,64.3,92,0.295,0.362,0.491,49.5,48.1,6.8,7.4,0.454,18,30,0.211
226,Ohio,34,24,10,0.706,6.94,-1.06,14,2,16,2,7,7,2464,2192,67.7,94.5,0.459,0.298,0.515,56,54.9,9.5,8,0.475,21.7,38.2,0.306
227,Oklahoma State,33,24,9,0.727,15.57,6.73,13,5,15,2,5,5,2371,2079,67.3,91.9,0.351,0.343,0.485,50.9,46.4,8.7,7.3,0.445,18.6,33.2,0.241
228,Oklahoma,32,20,12,0.625,11.4,7.09,12,7,12,2,5,7,2260,2122,66.8,98.5,0.314,0.343,0.507,51.3,50.1,9.5,6.5,0.474,16.8,34.5,0.218
229,Old Dominion,30,5,25,0.167,-7.59,-1.55,3,15,2,15,2,10,1947,2128,65.9,107.2,0.392,0.353,0.557,50.2,59.2,9.7,10.6,0.523,17.5,36.5,0.276
230,Oral Roberts,35,20,15,0.571,-0.23,-3,13,5,10,4,9,8,2484,2341,66.5,99.8,0.274,0.287,0.513,49.4,54,10.4,8.9,0.489,16.4,34.9,0.182
231,Oregon State,32,14,18,0.438,6.04,4.29,4,14,9,8,3,7,2304,2248,68.6,102,0.301,0.314,0.515,51.2,52.6,9.3,8.5,0.485,15.1,35.6,0.208
232,Oregon,37,28,9,0.757,13.82,5.77,12,6,17,2,6,5,2650,2352,68.8,90.8,0.333,0.298,0.498,47.5,47.5,9.6,7.1,0.464,19.4,29.6,0.225
233,Pacific,35,22,13,0.629,1.96,1.05,13,5,13,2,4,9,2344,2238,63.3,100.6,0.371,0.385,0.529,52.2,55.7,8.2,7.8,0.49,17.5,32.4,0.264
234,Penn State,31,10,21,0.323,2.85,9.46,2,16,8,9,1,9,1910,2115,64.4,105,0.511,0.383,0.544,51.9,57.2,8.9,10.3,0.494,15.4,30.7,0.365
235,Pennsylvania,31,9,22,0.29,-6.97,-1.48,6,8,5,7,4,12,1947,2117,67.5,100.7,0.45,0.335,0.531,55.7,54.6,11.2,11.4,0.478,18.4,36.7,0.334
236,Pepperdine,30,12,18,0.4,-3.73,1.06,4,12,6,7,5,10,1883,2021,63.8,104,0.342,0.344,0.516,51.9,56.8,11,7.6,0.477,15,36.1,0.245
237,Pittsburgh,33,24,9,0.727,18.82,5.63,12,6,16,3,6,3,2282,1847,60.4,91.6,0.364,0.354,0.493,46.9,53.4,9,9.4,0.446,19.2,33,0.263
238,Portland State,28,8,20,0.286,-10.84,-5.54,5,15,8,6,0,14,1929,2037,65.3,111,0.328,0.3,0.568,53.9,56.5,10,7.7,0.54,15.5,36.5,0.233
239,Portland,32,11,21,0.344,-5.79,3.28,4,12,8,8,2,11,1951,2189,65.5,103.9,0.351,0.34,0.534,50.4,55.1,12.9,7.7,0.499,15.5,33,0.246
240,Prairie View,34,15,19,0.441,-15.61,-10.1,8,10,9,4,3,13,2182,2223,69.3,94,0.426,0.361,0.493,50.3,53.2,10.8,6.7,0.454,18.7,36.7,0.277
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
241,Presbyterian,32,8,24,0.25,-17.47,-4.71,4,12,7,6,1,15,1987,2248,63.1,110.5,0.333,0.343,0.553,56.1,49.9,10.6,8.7,0.52,14.3,35.8,0.24
242,Princeton,28,17,11,0.607,3.16,-1.65,10,4,9,4,8,6,1803,1635,60.4,96.2,0.364,0.269,0.511,50.2,45.7,10.7,9.1,0.468,17.9,30.5,0.264
243,Providence,34,19,15,0.559,9.28,6.55,9,9,14,4,4,8,2299,2206,65.8,97.6,0.33,0.297,0.499,50.3,54.8,9.6,9.8,0.462,16.8,36.1,0.231
244,Purdue,34,16,18,0.471,9.04,7.87,8,10,12,7,4,7,2252,2212,65.7,98.4,0.333,0.302,0.495,49.3,55.2,10.7,9.9,0.455,14.7,33.9,0.237
245,Quinnipiac,31,15,16,0.484,-4.75,-4.91,11,7,8,6,6,8,2225,2220,67.6,103.9,0.422,0.316,0.534,45.1,51.8,9.2,5.7,0.493,13.9,28.6,0.295
246,Radford,32,13,19,0.406,-10.87,-7.32,7,9,8,5,4,12,2136,2179,68.4,98,0.393,0.273,0.525,52.9,50.8,10.2,9.8,0.488,19.3,35.2,0.27
247,Rhode Island,29,8,21,0.276,-0.6,4.95,3,13,5,10,3,9,1786,1947,63.2,104.4,0.4,0.33,0.525,56.9,51.8,9.2,11.3,0.487,16.5,39.6,0.274
248,Rice,31,5,26,0.161,-11.12,0.01,1,15,5,11,0,11,1875,2199,63.8,110.8,0.453,0.331,0.581,62.3,55.6,9.5,11.9,0.551,17.9,39.8,0.309
249,Richmond,34,19,15,0.559,6.9,3.43,8,8,15,2,4,11,2380,2262,64.3,101.6,0.43,0.269,0.538,56.2,50.7,9,9.7,0.491,19.4,38.2,0.315
250,Rider,34,19,15,0.559,-1.22,-1.66,12,6,9,5,8,9,2166,2151,65.9,95.9,0.383,0.336,0.5,52.2,52.3,10.8,8.4,0.455,17.9,35.1,0.271
251,Robert Morris,35,24,11,0.686,0.24,-4.9,14,4,13,3,10,7,2480,2300,66.3,98.8,0.46,0.344,0.545,54.8,53.5,8.9,7.7,0.506,21.3,37.2,0.315
252,Rutgers,31,15,16,0.484,5.97,6.77,5,13,9,7,4,8,2027,2052,64.7,102.3,0.398,0.358,0.52,51.9,59.4,9.9,7.6,0.479,16.6,38.5,0.279
253,Sacramento State,29,14,15,0.483,-9.4,-6.77,8,12,10,4,4,11,1876,1904,63.7,103,0.279,0.375,0.526,53.4,61.6,8.5,10.4,0.497,16.2,35.3,0.196
