Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
123,Idaho State,30,14,16,0.467,-5.77,-3.7,9,9,9,5,5,10,2211,2232,70.9,105,0.31,0.344,0.544,52,43.3,8.3,8.6,0.514,14.9,27.3,0.219
124,Idaho,31,22,9,0.71,0.82,-3.94,14,4,11,2,9,4,2330,2134,68,100.8,0.3,0.423,0.524,45.2,48.9,7.7,6.4,0.492,14.4,24.1,0.214
125,Illinois-Chicago,36,20,16,0.556,-2.91,-4.21,12,6,11,7,9,8,2708,2597,73.6,97.6,0.328,0.338,0.496,49.1,59.1,9.7,9.8,0.46,15.1,29.2,0.227
126,Illinois State,33,18,15,0.545,1.08,3.67,10,8,11,3,3,10,2364,2418,69.4,103.3,0.38,0.397,0.527,52.4,56.8,9.1,10.1,0.488,15.7,30.9,0.269
127,Illinois,32,14,18,0.438,8.5,7.53,4,14,12,6,1,10,2426,2362,70.8,103.1,0.481,0.349,0.576,50.2,52,8.9,12.1,0.532,20.9,31.1,0.351
128,Incarnate Word,28,7,21,0.25,-17.71,-5.04,2,16,6,9,1,12,1978,2163,72.5,106.5,0.324,0.334,0.537,52.4,48.8,10.3,10.6,0.505,16,34.4,0.23
129,Indiana State,31,13,18,0.419,1.54,2.43,8,10,8,7,5,7,2248,2253,70.1,100.9,0.412,0.369,0.55,48.9,50.5,9.4,11.5,0.509,17.6,24,0.296
130,Indiana,31,16,15,0.516,9.89,8.25,9,9,12,6,3,8,2229,2178,67.5,102.8,0.322,0.365,0.539,49,52.3,9.5,10.6,0.508,17.1,29.5,0.227
131,Iona,34,20,14,0.588,0.76,-2.19,11,7,8,3,7,8,2702,2602,71.5,105.1,0.286,0.354,0.545,52.8,52.1,6.9,7.7,0.525,16.3,30.7,0.189
132,Iowa State,31,13,18,0.419,6.88,9.49,4,14,9,7,0,10,2258,2339,69.6,107.6,0.265,0.397,0.537,50.5,52,8.5,8.8,0.51,14,30.7,0.189
133,Iowa,33,14,19,0.424,8.13,7.13,4,14,9,6,1,10,2630,2597,71,110,0.281,0.366,0.556,46.5,56.3,9.8,7.4,0.531,13.5,28,0.197
134,Purdue-Fort Wayne,33,18,15,0.545,-1.49,-3.24,7,7,13,3,4,10,2716,2535,74.6,102.6,0.284,0.376,0.559,50.4,46.6,7,6.4,0.529,18.1,25.4,0.211
135,IUPUI,30,11,19,0.367,-9.82,-3.53,8,10,9,4,2,14,2047,2180,68.7,105.3,0.379,0.377,0.572,50,53.8,10.8,11.3,0.536,18.8,28.9,0.279
136,Jackson State,32,12,20,0.375,-17.66,-10.49,9,9,9,2,2,17,1991,2161,65.4,102,0.46,0.37,0.555,52.5,52.9,7.2,8.5,0.514,19.6,31.2,0.324
137,Jacksonville State,36,23,13,0.639,-0.3,-4.87,11,7,12,4,9,8,2587,2369,67.9,96.2,0.318,0.415,0.51,46,50.8,9.3,6.5,0.475,16.9,25.8,0.224
138,Jacksonville,33,15,18,0.455,-13.39,-6.12,8,6,10,6,3,12,2405,2482,72.4,102,0.279,0.387,0.536,50.8,48.7,9.2,8.5,0.504,16.7,28.7,0.206
139,James Madison,32,10,22,0.313,-5.47,-2.15,6,12,7,7,3,11,2341,2414,69.4,106.2,0.413,0.394,0.559,50.2,56.5,8.2,8.6,0.522,16.5,28.2,0.295
140,Kansas State,37,25,12,0.676,12.84,8.74,10,8,14,3,6,5,2630,2478,66.6,100.2,0.368,0.399,0.533,52.6,54.5,8.4,7.1,0.491,18.6,31.6,0.269
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
141,Kansas,39,31,8,0.795,21.39,11.87,13,5,14,3,8,3,3174,2803,70.3,101.9,0.246,0.391,0.519,49.7,48.5,7.8,9.9,0.491,15.6,30.8,0.175
142,Kennesaw State,30,10,20,0.333,-11.17,-4.31,6,8,8,6,2,14,2182,2328,71.4,108.2,0.314,0.34,0.562,51.7,51.4,8.8,6.5,0.534,16.3,32.4,0.224
143,Kent State,34,17,17,0.5,-3.72,-1.75,9,9,13,3,2,11,2482,2502,70.3,104,0.328,0.368,0.542,49.5,52.5,7.9,8.4,0.509,15.9,29.8,0.235
144,Kentucky,37,26,11,0.703,17.24,10.73,10,8,16,2,4,6,2840,2599,69.8,100.3,0.323,0.426,0.502,46.4,52.2,8.2,8.5,0.468,14.4,30.6,0.224
145,La Salle,32,13,19,0.406,1.7,2.54,7,11,10,4,2,10,2333,2360,69,104,0.337,0.341,0.547,50.3,44.8,8.9,7.9,0.516,15.6,25.2,0.237
146,Lafayette,31,10,21,0.323,-9.78,-6.04,7,11,8,6,2,14,2207,2307,68.9,107.6,0.264,0.38,0.543,51.5,45.7,8.6,9.4,0.519,13,26.9,0.185
147,Lamar,33,19,14,0.576,-5.19,-7.22,11,7,11,4,8,7,2500,2296,71.1,96.4,0.37,0.348,0.54,48.6,53.5,7.8,10,0.507,20.6,27.2,0.256
148,Lehigh,30,16,14,0.533,-6.42,-5.66,11,7,9,6,7,8,2336,2333,71,106.9,0.304,0.441,0.551,50.1,57.5,8.8,8.9,0.524,14.4,26.6,0.214
149,Liberty,37,22,15,0.595,-2.67,-6.23,9,9,13,7,7,6,2621,2353,64.2,97.2,0.33,0.455,0.536,46.9,54.6,9,7.8,0.499,17.1,19.6,0.241
150,Lipscomb,33,23,10,0.697,-2.1,-3.8,10,4,13,2,10,7,2708,2564,77,99.4,0.375,0.365,0.544,47.8,49.4,9,11.7,0.511,17.8,23.9,0.259
151,Long Beach State,33,15,18,0.455,-3.75,0.89,9,7,8,5,6,10,2485,2586,72.3,107.6,0.274,0.343,0.561,48.8,52.1,10.5,8.1,0.531,16.3,29.9,0.206
152,Long Island University,35,18,17,0.514,-8.61,-8.19,10,8,12,4,5,11,2696,2674,72.9,104.4,0.318,0.336,0.526,49,47.1,9.1,7.3,0.495,14.3,29.5,0.22
153,Longwood,33,7,26,0.212,-18.31,-4.31,3,15,5,11,2,13,2088,2445,69.7,106.3,0.335,0.415,0.544,53.8,50,11.1,9,0.51,15.7,31,0.243
154,Louisiana,34,27,7,0.794,7.58,-2.54,16,2,14,1,10,4,2829,2408,72.7,97.1,0.368,0.322,0.523,45.3,43.2,7.9,8.2,0.488,18,27,0.254
155,Louisiana-Monroe,32,16,16,0.5,-6.27,-3.31,9,9,12,4,3,11,2235,2187,67.1,101.1,0.298,0.431,0.533,50.7,60.1,7.6,11.8,0.503,17.1,28.4,0.211
156,Louisiana State,33,18,15,0.545,10.93,8.03,8,10,14,4,3,8,2559,2463,69.4,107.1,0.326,0.408,0.555,50.6,47.8,8.1,9.8,0.527,16.9,31.5,0.227
157,Louisiana Tech,33,17,16,0.515,1.33,-0.12,7,11,11,5,2,10,2468,2331,69.2,101.7,0.316,0.334,0.533,50.4,52.3,8.1,10.2,0.502,16.3,28.6,0.224
158,Louisville,36,22,14,0.611,14.3,9.08,9,9,16,6,4,7,2721,2533,69.7,99.5,0.293,0.343,0.504,50.3,44.2,8.5,8.3,0.47,16.1,31.4,0.207
159,Loyola (IL),38,32,6,0.842,10.38,1.81,15,3,14,1,9,4,2721,2377,66,94.7,0.247,0.371,0.502,48.7,50.1,10,9.4,0.474,17,25.2,0.174
160,Loyola Marymount,31,11,20,0.355,-4.38,1.09,5,13,7,7,3,12,2226,2369,67.8,111.9,0.418,0.381,0.601,49.6,61.3,8.8,11.9,0.569,17.4,30.4,0.302
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
161,Loyola (MD),31,9,22,0.29,-12.72,-5.25,6,12,8,6,1,16,2154,2326,69.7,106.4,0.393,0.366,0.572,49.7,50.2,8.6,11.6,0.536,16.9,26.3,0.286
162,Maine,32,6,26,0.188,-14.64,-3.28,3,13,4,8,2,16,2140,2408,71.6,103.9,0.362,0.399,0.542,52.2,53.3,10.2,9.9,0.507,16.4,29.6,0.257
163,Manhattan,31,14,17,0.452,-5.05,-4.15,9,9,8,3,5,8,2147,2175,67.5,102.3,0.41,0.369,0.542,50.4,59.2,11.3,6.5,0.501,18.6,32,0.292
164,Marist,31,6,25,0.194,-12.48,-3.57,4,14,4,9,2,10,2239,2515,71.5,111.7,0.298,0.394,0.557,52.2,52.7,10.1,10.2,0.526,12.8,29.7,0.221
165,Marquette,35,21,14,0.6,12.5,9.7,9,9,13,7,5,5,2846,2748,70.4,110.4,0.389,0.338,0.577,51,54.5,8.3,8,0.538,15.9,29.5,0.291
166,Marshall,36,25,11,0.694,4.21,0.44,12,6,15,2,6,8,3017,2849,76.4,102.6,0.285,0.311,0.523,53.3,50.9,8.6,7.8,0.497,15.9,31.4,0.194
167,Maryland-Baltimore County,36,25,11,0.694,-2.02,-3.84,12,4,15,2,9,7,2630,2466,69.2,99,0.307,0.407,0.535,50.9,51.9,9.6,8.4,0.509,18.7,27.4,0.208
168,Maryland-Eastern Shore,32,7,25,0.219,-24.63,-7.57,3,13,6,5,0,18,1992,2473,67.6,114.3,0.328,0.399,0.569,54.2,59.5,9.2,9.7,0.542,14.1,34.2,0.233
169,Maryland,32,19,13,0.594,13.78,7.94,8,10,15,3,2,8,2338,2140,66.6,100.1,0.237,0.379,0.504,46.4,52.2,10,10.5,0.473,14.2,28.4,0.175
170,Massachusetts-Lowell,30,12,18,0.4,-9.54,-5.78,6,10,9,7,3,11,2286,2356,72.1,108.5,0.332,0.33,0.574,53,49.2,9.7,9,0.547,17.6,31.6,0.235
171,Massachusetts,33,13,20,0.394,-1.66,1.1,5,13,11,6,1,11,2374,2465,67.3,108.4,0.332,0.339,0.552,51.1,59.8,9.2,9.2,0.515,14.4,29.6,0.249
172,McNeese State,29,12,17,0.414,-12.06,-6.1,8,10,7,5,5,12,2184,2209,73.3,103.1,0.299,0.334,0.515,49.4,50.6,8.7,7.2,0.486,14.3,31,0.204
173,Memphis,34,21,13,0.618,1.8,2.16,10,8,14,5,5,5,2408,2420,66.3,105.9,0.324,0.411,0.539,48.9,59.7,10.8,9.8,0.508,16.2,33.8,0.227
174,Mercer,34,19,15,0.559,-0.87,-3.5,11,7,11,3,7,9,2561,2373,65.8,104.5,0.323,0.48,0.553,45.9,61.8,8.9,10.8,0.522,15.6,24.4,0.232
175,Miami (FL),32,22,10,0.688,12.83,6.96,11,7,11,3,8,4,2361,2173,67.8,99.3,0.281,0.356,0.521,49.4,53.3,8.3,9,0.49,16.5,28.3,0.2
176,Miami (OH),34,16,18,0.471,-3.56,-1.15,8,10,9,5,6,11,2449,2404,68.8,100.6,0.279,0.374,0.53,48.8,45.9,9.1,10.6,0.501,16,25.4,0.198
177,Michigan State,35,30,5,0.857,22.41,7.1,16,2,16,1,8,1,2807,2271,68.2,94.8,0.307,0.355,0.47,42.4,54.1,8.6,6.9,0.427,12.6,26.2,0.223
178,Michigan,41,33,8,0.805,19.03,9.41,13,5,15,1,6,5,3019,2596,65.9,95.3,0.298,0.304,0.511,49.7,43.5,6.3,9.7,0.476,17.3,24.9,0.215
179,Middle Tennessee,33,25,8,0.758,10.29,2.83,16,2,12,2,12,2,2479,2188,67.8,97,0.417,0.375,0.533,45.9,52.2,8.2,7,0.49,17.6,22.3,0.298
180,Milwaukee,33,16,17,0.485,-4.15,-4.25,8,10,9,7,6,9,2259,2260,67.6,100.6,0.27,0.374,0.537,49.2,50.3,8.5,11.5,0.505,16.2,23.6,0.201
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
181,Minnesota,32,15,17,0.469,7.01,6.91,4,14,11,6,2,9,2405,2402,70.2,105.6,0.271,0.357,0.532,50,57.3,7.8,11.3,0.505,13.9,29.5,0.191
182,Mississippi State,37,25,12,0.676,11.71,6.82,9,9,19,2,4,8,2716,2507,68.4,98.4,0.29,0.382,0.51,48.6,49.4,7.9,8.6,0.481,16.9,30.4,0.199
183,Mississippi Valley State,32,4,28,0.125,-21.41,-8.13,4,14,3,6,1,21,2075,2500,69.9,110,0.392,0.41,0.578,52.8,56.7,8.5,12.1,0.548,17.1,31.6,0.275
184,Mississippi,32,12,20,0.375,6.85,9.16,5,13,10,8,1,10,2426,2500,70.8,108.7,0.369,0.394,0.55,50.3,62.3,7.8,9.6,0.515,14.9,30.5,0.263
185,Missouri-Kansas City,32,10,22,0.313,-10.19,-1.02,5,9,6,8,3,11,2251,2447,72.4,105.2,0.416,0.348,0.552,56,52.1,7.4,11.3,0.515,17.8,32.1,0.292
186,Missouri State,33,18,15,0.545,3.08,0.45,7,11,10,5,4,8,2313,2197,66.2,100.1,0.298,0.367,0.507,46,48.9,8.2,8.5,0.471,13.1,25.3,0.215
187,Missouri,33,20,13,0.606,13.81,9.19,10,8,13,3,5,6,2399,2246,67.3,100.3,0.301,0.362,0.504,46.8,47.3,9.7,12.1,0.467,14.1,27.8,0.218
188,Monmouth,31,11,20,0.355,-2.41,-1.24,7,11,6,6,4,12,2336,2372,71,104.4,0.416,0.457,0.549,49,53.1,9.3,10.5,0.514,16,26.9,0.287
189,Montana State,32,13,19,0.406,-8.69,-3.53,6,12,8,6,3,12,2434,2524,72.1,108,0.363,0.372,0.571,49.9,45.9,8.1,8.8,0.542,16.1,26.2,0.256
190,Montana,34,26,8,0.765,6.28,-2.25,16,2,14,0,8,6,2625,2329,70,96.5,0.419,0.32,0.532,46.7,43.8,7,8.8,0.487,19.3,25.6,0.302
191,Morehead State,29,8,21,0.276,-10.65,-1.91,4,14,7,6,1,15,2043,2204,70.6,107.1,0.389,0.405,0.569,48.6,60.3,9.5,10.1,0.539,17.4,28.6,0.27
192,Morgan State,31,13,18,0.419,-15.67,-11.97,7,8,8,2,3,15,2273,2338,71.4,103.9,0.415,0.388,0.551,48.7,56.8,8.6,8.5,0.514,17.9,30.4,0.292
193,Mount St. Mary's,32,18,14,0.563,-8.15,-8.05,12,6,12,3,6,11,2331,2301,67.1,105.9,0.272,0.374,0.545,56.7,51.5,8.6,8.3,0.515,17.2,34.7,0.2
194,Murray State,32,26,6,0.813,6.87,-3.53,16,2,14,2,10,3,2515,2117,68.2,97.1,0.297,0.353,0.504,45.9,42.3,7.9,9.7,0.467,16.1,27.1,0.215
195,Navy,32,20,12,0.625,-6.93,-7.22,11,7,9,6,9,6,2199,2125,67,98.8,0.334,0.412,0.558,45.8,53.6,9.5,10.7,0.527,19.6,21.8,0.237
196,Omaha,31,9,22,0.29,-9.88,0.33,4,10,8,4,1,15,2373,2588,72.6,113.1,0.276,0.373,0.578,52.1,48.4,8.2,9.8,0.55,14,29.4,0.207
197,Nebraska,33,22,11,0.667,10.99,7.32,13,5,16,1,4,8,2386,2265,68.1,100.4,0.265,0.295,0.497,51.3,48,7.4,9.7,0.47,15.3,34,0.178
198,Nevada-Las Vegas,33,20,13,0.606,7.2,1.87,8,10,13,6,5,6,2753,2577,73.7,104,0.262,0.319,0.519,46.3,43.7,8.9,7.1,0.487,13.3,29.9,0.193
199,Nevada,37,29,8,0.784,14.44,4.93,15,3,14,1,11,3,3055,2703,70.6,102.2,0.301,0.386,0.526,50.6,49.3,6.2,7.9,0.494,15.6,28.7,0.214
200,New Hampshire,31,10,21,0.323,-8.38,-4.32,6,10,8,7,2,12,2103,2085,66.7,100.9,0.402,0.388,0.531,46.1,42.3,8.8,8.2,0.496,13.8,20.6,0.272
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
201,New Mexico State,34,28,6,0.824,9.06,-1.1,12,2,14,1,8,3,2572,2183,70.1,91.3,0.319,0.373,0.494,44,41.9,6.9,6.2,0.455,17.3,22.4,0.227
202,New Mexico,34,19,15,0.559,5.81,3.3,12,6,13,4,4,8,2795,2641,73.6,105.1,0.398,0.313,0.577,53.1,49.5,8,10.4,0.543,19.7,30.6,0.286
203,New Orleans,33,16,17,0.485,-9.01,-5.78,11,7,10,3,5,13,2297,2322,68.8,101.8,0.362,0.342,0.556,48.8,55.7,10.6,8.5,0.525,19.5,29.7,0.254
204,Niagara,33,19,14,0.576,-4.84,-4.21,12,6,9,5,10,7,2748,2769,75,111,0.294,0.346,0.552,50,53.1,6.7,9.2,0.526,13.4,30.6,0.207
205,Nicholls State,32,21,11,0.656,-3.54,-5.86,15,3,12,3,9,7,2641,2411,76.9,98,0.439,0.329,0.534,49.3,50,9.1,9.3,0.496,19.6,29.5,0.298
206,NJIT,30,14,16,0.467,-7.25,-5.53,7,7,10,7,4,9,2248,2197,71,102.3,0.33,0.331,0.55,49.4,47.2,8.7,11.2,0.52,18.1,28.2,0.232
207,Norfolk State,33,14,19,0.424,-12.98,-10.18,11,5,8,6,5,11,2399,2417,72.3,101,0.422,0.443,0.538,48.1,60.9,7.5,8.8,0.497,18.1,28.6,0.299
208,North Carolina-Asheville,34,21,13,0.618,-3.92,-3.57,13,5,14,2,7,10,2557,2499,69.5,103.8,0.339,0.387,0.548,49.3,53.3,9,8,0.517,16.4,26.3,0.24
209,North Carolina A&T,35,20,15,0.571,-12.57,-11.2,11,5,12,0,5,13,2623,2605,71.2,103.5,0.316,0.346,0.541,49.3,50.4,8.1,8.2,0.514,16.1,27.9,0.217
210,North Carolina Central,35,19,16,0.543,-13.19,-12.31,9,7,12,2,3,13,2520,2425,68.9,100.2,0.327,0.387,0.517,46.6,54.6,7.5,7.4,0.481,15.3,27.9,0.233
211,North Carolina-Greensboro,35,27,8,0.771,4.54,-3.87,15,3,16,1,8,6,2562,2189,66.9,91.5,0.386,0.405,0.516,45,47.7,10.2,6.9,0.47,19.9,22.9,0.28
212,North Carolina State,33,21,12,0.636,12.91,6.7,11,7,16,3,4,5,2682,2477,72.1,103.7,0.337,0.322,0.547,49.7,50.3,8.6,9.7,0.516,17.7,31.9,0.237
213,North Carolina-Wilmington,32,11,21,0.344,-7.52,-1.15,7,11,8,5,2,11,2542,2668,73.4,111.4,0.359,0.391,0.579,46.8,47.6,7.6,6.6,0.553,14,24.7,0.249
214,North Carolina,37,26,11,0.703,20.08,11.78,11,7,12,3,6,5,3018,2711,71.7,101.8,0.26,0.409,0.525,43.6,55.7,8.6,11.2,0.501,14.4,25.5,0.178
215,North Dakota State,32,15,17,0.469,-1.86,-1.58,5,9,8,6,5,10,2382,2264,68.8,102.4,0.318,0.345,0.525,49.1,42.2,8.6,8.5,0.486,13.1,23.9,0.237
216,North Dakota,32,12,20,0.375,-7.63,-0.2,6,12,7,6,2,13,2427,2612,73.2,109.3,0.339,0.349,0.585,55,47.1,9.4,6.2,0.555,17.5,29.3,0.248
217,North Florida,33,14,19,0.424,-11.4,-1.74,7,7,10,2,4,17,2668,2873,75.6,114.8,0.234,0.286,0.55,53.6,51.9,11.1,10.1,0.526,11.9,34.8,0.171
218,North Texas,38,20,18,0.526,1.16,-0.4,8,10,14,6,6,11,2828,2703,70.1,100.1,0.385,0.371,0.528,47.3,46,8.2,11.2,0.487,15.6,23.9,0.275
219,Northeastern,33,23,10,0.697,3.64,-1.61,14,4,12,2,9,5,2472,2270,68,100,0.322,0.284,0.529,48.9,41.4,8.8,8.3,0.491,16.1,25.3,0.239
220,Northern Arizona,32,5,27,0.156,-14.66,-1.03,2,16,2,10,3,14,2100,2512,70.7,110.1,0.364,0.423,0.586,51.9,56.9,10.1,9.6,0.552,16.8,28.5,0.27
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
221,Northern Colorado,38,26,12,0.684,3.61,-2.27,11,7,14,3,7,8,3080,2776,73.8,98,0.359,0.247,0.52,48.7,37.9,7.2,7.6,0.486,15.7,23.4,0.246
222,Northern Illinois,32,13,19,0.406,-6.71,-1.71,6,12,11,4,1,13,2319,2407,69.3,108.1,0.317,0.409,0.56,50.3,54.6,7,9.7,0.535,15.7,28.7,0.22
223,Northern Iowa,32,16,16,0.5,4.01,3.87,7,11,12,4,1,9,2056,1990,64.3,96.3,0.243,0.382,0.513,48.8,47.9,9.4,10.6,0.484,15.5,21.7,0.175
224,Northern Kentucky,32,22,10,0.688,4.83,-4.07,15,3,12,2,8,6,2486,2112,70.7,93.4,0.313,0.36,0.5,47.4,47.7,8,9.9,0.464,17.6,26,0.219
225,Northwestern State,29,4,25,0.138,-21.02,-4.18,1,17,1,11,3,13,1868,2264,72.2,108.1,0.402,0.349,0.562,51.1,55.5,11.8,8.6,0.531,16.7,32.2,0.277
226,Northwestern,32,15,17,0.469,9.63,8.37,6,12,11,6,3,9,2203,2127,65.3,101,0.372,0.381,0.542,49.6,60.4,8.9,9.8,0.505,17,27.3,0.265
227,Notre Dame,36,21,15,0.583,13.65,7.94,8,10,11,6,5,7,2698,2471,66.5,102.1,0.221,0.375,0.514,48.4,54.9,7.5,10.4,0.49,14.2,28.8,0.156
228,Oakland,33,19,14,0.576,-1.82,-3.76,10,8,11,4,7,8,2580,2516,72.2,104.8,0.278,0.307,0.538,49.6,51.9,10.3,11.9,0.508,14.8,28.5,0.202
229,Ohio State,34,25,9,0.735,17.67,9.03,15,3,16,2,6,2,2591,2297,68,98.3,0.295,0.399,0.518,46.4,49.9,7.4,6.9,0.487,15.9,24.8,0.207
230,Ohio,31,14,17,0.452,-2.52,-1.65,7,11,11,5,2,10,2334,2353,72.6,101.3,0.292,0.397,0.532,51.6,46.4,8.1,8.8,0.496,15.8,26,0.219
231,Oklahoma State,36,21,15,0.583,12.45,9.12,8,10,15,6,3,7,2757,2637,70.8,102.7,0.356,0.344,0.539,48.9,50.9,8.7,7.6,0.5,17.5,31.1,0.258
232,Oklahoma,32,18,14,0.563,13.81,10.56,8,10,13,2,2,9,2718,2614,76.5,105.5,0.257,0.372,0.535,50.2,48.9,8.7,11.5,0.51,14.5,30,0.18
233,Old Dominion,32,25,7,0.781,9.27,-1.27,15,3,12,2,10,3,2347,2010,66.6,93.6,0.303,0.411,0.506,47.2,59,6.9,7.2,0.477,18.9,26.1,0.205
234,Oral Roberts,32,11,21,0.344,-6.67,1.05,5,9,8,5,3,14,2332,2484,68.1,111.4,0.302,0.377,0.56,47.8,58.9,9,8.5,0.532,13.6,30,0.216
235,Oregon State,32,16,16,0.5,7.32,4.57,7,11,12,4,1,9,2339,2251,67.4,102.7,0.382,0.367,0.538,47.9,49.9,9.1,9.2,0.496,16.3,28.7,0.28
236,Oregon,36,23,13,0.639,10.7,4.84,10,8,16,3,4,7,2817,2606,69.6,102.6,0.363,0.394,0.547,47.7,51,7.5,8.7,0.503,16.8,26.7,0.275
237,Pacific,32,14,18,0.438,-0.55,1.8,9,9,8,8,6,9,2280,2316,67,107.2,0.352,0.402,0.564,49.1,57.5,7.4,6.8,0.526,16.1,27.6,0.263
238,Penn State,39,26,13,0.667,15.85,7.79,9,9,15,4,6,7,2915,2601,67.9,97.6,0.321,0.336,0.517,48.2,49.7,8.1,9.3,0.483,17.2,28.2,0.226
239,Pennsylvania,33,24,9,0.727,2.24,-3.17,12,2,11,3,9,4,2506,2274,70.2,95.6,0.311,0.33,0.503,49,39.6,7.3,8.7,0.463,15.2,22.3,0.228
240,Pepperdine,32,6,26,0.188,-6.51,1.82,2,16,5,11,0,14,2283,2516,67.8,115.1,0.332,0.418,0.597,49.2,62,8.3,10.2,0.571,14,26.2,0.24
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
241,Pittsburgh,32,8,24,0.25,-1.87,8.47,0,18,7,11,0,10,1985,2316,65.7,109.3,0.313,0.372,0.532,54.5,58.1,10.1,15.3,0.501,13.1,33.9,0.221
242,Portland State,34,20,14,0.588,-0.14,-1.05,9,9,8,5,10,6,2897,2698,76.6,102.4,0.417,0.347,0.571,49.2,54.7,8,9.9,0.539,20.7,29.5,0.291
243,Portland,32,10,22,0.313,-6.61,2.43,4,14,7,9,3,9,2221,2372,68.5,107.3,0.316,0.412,0.535,53.9,57.9,7.8,7.7,0.505,13.7,30.3,0.221
244,Prairie View,34,16,18,0.471,-10.13,-7.71,12,6,10,2,5,15,2559,2609,72.6,104.9,0.479,0.368,0.566,51.4,49.7,8.5,9,0.53,19.6,32.2,0.331
245,Presbyterian,32,11,21,0.344,-14.32,-5.53,4,14,8,8,2,13,2124,2273,64.8,109.3,0.282,0.369,0.567,52.3,53,7.9,9,0.54,15.6,29.3,0.204
246,Princeton,29,13,16,0.448,-2.44,-1.97,5,9,7,5,5,9,2106,2083,66.4,104.6,0.317,0.373,0.551,51,45,7.7,10.1,0.515,15.1,24.1,0.237
247,Providence,35,21,14,0.6,11.12,10.23,10,8,13,4,4,7,2575,2544,69.5,102.8,0.318,0.363,0.538,50.4,48.6,9.2,9.4,0.503,16.6,28.9,0.233
248,Purdue,37,30,7,0.811,23.41,8.74,15,3,16,1,8,2,2974,2431,68.2,96,0.242,0.344,0.496,48.2,48.8,7.5,7.5,0.47,15.5,27.6,0.167
