Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
126,Illinois-Chicago,32,16,16,0.5,-3.14,-1.97,10,8,12,4,4,12,2391,2385,71.5,103.3,0.279,0.455,0.561,48.4,55.3,9.1,10.6,0.54,17.7,24.8,0.19
127,Illinois State,33,17,16,0.515,-1.86,0.46,9,9,12,4,2,10,2257,2314,67.9,100,0.286,0.389,0.526,49.5,51.8,7.2,9.7,0.495,16.3,25.5,0.205
128,Illinois,33,12,21,0.364,9.47,12.05,7,13,9,6,1,9,2398,2483,71,101.2,0.295,0.375,0.525,47.5,51.7,10.3,7.3,0.496,16,29,0.207
129,Incarnate Word,31,6,25,0.194,-18.68,-4.87,1,17,5,9,0,14,2044,2355,66.6,97.8,0.362,0.333,0.571,46.7,49.8,8.8,5.2,0.523,22,23.6,0.293
130,Indiana State,31,15,16,0.484,-2.59,0.76,7,11,9,5,4,9,2146,2218,69.3,99,0.361,0.286,0.533,48.4,45.2,9.6,6.8,0.492,16.9,23.8,0.264
131,Indiana,33,18,15,0.545,14.81,10.66,8,12,13,5,3,9,2378,2241,68.3,103.9,0.348,0.336,0.539,50.9,50.9,9.3,12,0.514,15.7,28.4,0.229
132,Iona,32,17,15,0.531,-5.04,-6.26,12,6,8,3,5,9,2459,2420,71.3,107.8,0.371,0.436,0.567,48.5,50.3,9.5,8,0.53,15.4,25,0.275
133,Iowa State,34,23,11,0.676,18.14,9.02,9,9,12,4,5,6,2633,2323,68.4,113.3,0.303,0.396,0.577,50.5,54.5,10.2,12.8,0.549,13.9,28.7,0.222
134,Iowa,33,22,11,0.667,14.44,9.78,10,10,14,4,4,6,2584,2430,70.3,110.6,0.423,0.39,0.568,50.7,60.2,8.7,9.3,0.526,15,30,0.313
135,Purdue-Fort Wayne,33,18,15,0.545,-3.3,-3.44,9,7,11,5,6,9,2728,2556,73.5,111.7,0.27,0.461,0.587,48.9,53,10.1,12.3,0.568,14.5,24,0.187
136,IUPUI,33,16,17,0.485,-2.73,-3.05,8,10,11,4,3,12,2507,2429,71.6,106.1,0.355,0.353,0.545,53.2,52.9,9.7,8.8,0.512,16.7,34.3,0.249
137,Jackson State,32,13,19,0.406,-14.61,-9.35,10,8,9,4,3,14,1974,2107,67.4,91.2,0.342,0.313,0.479,50.6,50.2,9.7,11.9,0.448,17.5,28.7,0.217
138,Jacksonville State,33,24,9,0.727,1.64,-5.42,15,3,11,1,10,7,2574,2283,71.3,107.4,0.305,0.307,0.545,54.3,47.3,10.2,12.2,0.51,15.7,33.4,0.227
139,Jacksonville,32,12,20,0.375,-8.16,-4.62,5,11,5,8,6,11,2385,2402,73.3,101.3,0.298,0.33,0.535,50.5,51.3,9,13,0.51,17.2,28.4,0.202
140,James Madison,33,14,19,0.424,-8.21,-3.76,6,12,8,6,4,11,2322,2409,66,104.3,0.326,0.361,0.54,50.6,49.1,9.5,8.3,0.507,16.4,30.8,0.235
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
141,Kansas State,33,25,8,0.758,15.78,9.2,14,4,13,2,7,5,2172,1955,65,101.3,0.307,0.382,0.521,50.8,57.9,11.7,7.8,0.495,15.1,27.9,0.204
142,Kansas,34,25,9,0.735,18.08,12.78,12,6,16,0,3,8,2563,2383,70.3,106,0.329,0.35,0.552,51.7,48.8,9.6,11,0.523,16.1,29.7,0.23
143,Kennesaw State,32,6,26,0.188,-16.1,-0.97,3,13,6,8,0,15,2030,2455,70.9,89.1,0.303,0.225,0.456,48.7,48.9,8.1,8.7,0.416,16.4,29.4,0.211
144,Kent State,32,22,10,0.688,1.88,0.88,11,7,14,3,8,6,2404,2330,69.4,107.3,0.321,0.378,0.53,51,49.2,9.8,10.2,0.495,13.9,33.7,0.231
145,Kentucky,33,27,6,0.818,21.76,10.46,15,3,17,1,8,2,2532,2159,67.9,112.6,0.425,0.298,0.574,56.6,52.1,8.8,14.2,0.533,15.9,36.5,0.314
146,La Salle,31,10,21,0.323,-3.33,1.58,8,10,5,9,3,8,2091,2243,69.5,97,0.285,0.435,0.512,48.9,54.4,10.7,8.6,0.472,17.6,28.8,0.219
147,Lafayette,30,10,20,0.333,-11.01,-4.77,7,11,4,11,6,9,2209,2349,70.4,102.9,0.245,0.412,0.554,48.3,52.2,7.3,10.7,0.528,16.8,22.6,0.182
148,Lamar,33,20,13,0.606,-5.72,-7,12,6,13,2,6,10,2597,2322,71.3,108.8,0.416,0.336,0.548,54.9,53.1,11.9,8.3,0.514,16.6,37.2,0.286
149,Lehigh,31,20,11,0.645,-2.16,-4.29,12,6,11,3,9,8,2479,2413,72.4,109.5,0.349,0.382,0.6,50.5,54.7,7.6,6.3,0.564,16.8,23.6,0.271
150,Liberty,34,28,6,0.824,4.78,-5.12,14,2,16,1,11,3,2516,2066,65.3,113.3,0.258,0.435,0.597,51.7,54.8,9.8,8.2,0.571,15,25.9,0.199
151,Lipscomb,33,26,7,0.788,8.79,-2.63,14,2,14,3,11,4,2759,2290,74.8,111.7,0.367,0.392,0.593,53.2,59.7,10,7.6,0.558,15.8,27,0.276
152,Long Beach State,34,15,19,0.441,-4.36,-0.23,8,8,9,5,4,12,2545,2584,73.3,101,0.409,0.31,0.525,48.7,45.5,8.7,7.6,0.485,16.5,29.1,0.283
153,Long Island University,32,16,16,0.5,-8.67,-8.77,9,9,8,5,7,9,2373,2337,72.9,101.4,0.342,0.432,0.543,50.1,52.3,9.3,12,0.511,17.7,27.8,0.24
154,Longwood,32,15,17,0.469,-9.86,-7.45,5,11,9,5,5,11,2228,2243,68.9,99.9,0.345,0.501,0.545,50.8,49.1,8.9,7.4,0.509,18.3,24.7,0.252
155,Louisiana,32,19,13,0.594,-1.86,-1.29,10,8,10,4,7,7,2612,2575,74.9,108.2,0.351,0.403,0.554,48.5,53.8,9.3,10,0.516,15.2,29.8,0.261
156,Louisiana-Monroe,33,18,15,0.545,1.04,-1.77,9,9,13,2,4,12,2584,2452,69.2,112.3,0.369,0.442,0.582,49.4,54,8.3,6.2,0.539,14.4,27.2,0.289
157,Louisiana State,32,26,6,0.813,17.24,8.9,16,2,15,2,9,1,2604,2337,70.5,112.3,0.377,0.343,0.559,53.5,46.1,12.6,12,0.517,15.3,37.3,0.284
158,Louisiana Tech,33,20,13,0.606,1.27,-1.99,9,9,15,1,4,10,2386,2235,68,105.2,0.358,0.392,0.529,50.6,52.4,8.4,10,0.501,14.6,30.2,0.235
159,Louisville,33,20,13,0.606,18.45,11.72,10,8,14,4,5,6,2460,2238,68.5,107.1,0.351,0.437,0.552,52.5,53.4,6.4,7.9,0.509,15.5,29.2,0.272
160,Loyola (IL),34,20,14,0.588,4.21,0.06,12,6,13,4,5,6,2231,2066,63.7,103,0.323,0.334,0.573,50.5,56.3,10.2,7.3,0.553,17.3,19.8,0.215
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
161,Loyola Marymount,31,20,11,0.645,3.09,1.19,8,8,11,4,7,6,2094,1951,65.3,103.5,0.38,0.283,0.545,52.6,55.5,11.1,10.4,0.502,17.1,30.6,0.283
162,Loyola (MD),32,11,21,0.344,-8.95,-4.42,7,11,7,5,3,16,2332,2477,70.4,102.4,0.336,0.336,0.548,48.3,53.2,12.2,6.2,0.516,17.3,27.3,0.239
163,Maine,32,5,27,0.156,-14.89,-3.99,3,13,3,9,2,18,1988,2271,64.6,94,0.262,0.374,0.512,48.8,63.1,11.3,10.7,0.49,19.1,26.2,0.17
164,Manhattan,32,11,21,0.344,-12.79,-7.22,8,10,4,9,4,11,1833,2011,62.7,91,0.333,0.41,0.493,49,55.3,10.9,8.6,0.474,20.8,29.5,0.194
165,Marist,31,12,19,0.387,-9.36,-7.4,7,11,4,7,6,11,2086,2147,65.6,101.8,0.322,0.41,0.549,48.8,51,8.4,6.2,0.523,16.9,24.2,0.22
166,Marquette,33,24,9,0.727,16.11,7.48,12,6,16,3,6,4,2565,2280,70.6,108.9,0.359,0.417,0.578,53.1,51.8,6.8,11.2,0.541,17,29.1,0.272
167,Marshall,34,20,14,0.588,-1.16,0.02,11,7,12,3,6,10,2725,2765,76.1,104.2,0.3,0.453,0.549,44.1,51.2,12,10.6,0.519,14.6,22.5,0.217
168,Maryland-Baltimore County,34,21,13,0.618,-5.65,-5.65,11,5,13,4,6,8,2296,2177,65.8,99.7,0.302,0.426,0.53,50.3,55.1,11.6,9.2,0.502,16.5,25.5,0.209
169,Maryland-Eastern Shore,32,7,25,0.219,-24.07,-7.77,5,11,5,7,2,17,1833,2291,65.5,87.1,0.287,0.358,0.473,45.5,54.2,8.8,7.3,0.441,18.2,23.5,0.193
170,Maryland,32,22,10,0.688,16.71,10.43,13,7,15,3,6,5,2283,2082,66.3,107.6,0.329,0.37,0.556,56.1,52.4,6.6,13.3,0.519,17,33.9,0.246
171,Massachusetts-Lowell,32,15,17,0.469,-8.07,-6.73,7,9,8,5,5,12,2456,2420,71.9,106,0.345,0.389,0.57,49.8,57.1,7.8,6.8,0.539,17.2,27.2,0.248
172,Massachusetts,32,11,21,0.344,-2.81,0.04,4,14,9,8,1,11,2263,2354,68.4,102.6,0.313,0.399,0.537,52,58,7,8,0.511,17.4,31.3,0.213
173,McNeese State,31,9,22,0.29,-14.12,-5.86,5,13,7,8,2,14,2149,2303,68.4,100.9,0.386,0.327,0.542,50.6,56.4,6.9,8.8,0.504,18.5,30.4,0.275
174,Memphis,35,22,13,0.629,10.84,4.73,11,7,16,2,3,7,2815,2601,75.5,105.7,0.378,0.363,0.547,51.5,54.9,10.5,11.1,0.511,16.9,33.4,0.269
175,Mercer,31,11,20,0.355,-2.49,0.13,6,12,9,6,2,12,2248,2246,69.1,104.5,0.371,0.38,0.547,49.2,49.9,9.6,8.5,0.516,16.5,29.1,0.255
176,Miami (FL),32,14,18,0.438,10.01,9.32,5,13,11,5,0,10,2297,2275,68.5,104.4,0.308,0.435,0.542,47.7,51.3,9.6,8.7,0.508,14.9,25.8,0.227
177,Miami (OH),32,15,17,0.469,1.08,2.62,7,11,10,5,4,10,2267,2233,68.8,102.6,0.339,0.45,0.529,52,44.9,8.7,8.2,0.494,16.2,29.8,0.241
178,Michigan State,34,28,6,0.824,25.57,12.27,16,4,15,1,8,4,2680,2228,68.5,114.3,0.35,0.378,0.591,56.1,68.3,7.6,14.1,0.558,16.2,33.9,0.262
179,Michigan,34,28,6,0.824,22.66,10.83,15,5,17,1,7,4,2393,1991,65.4,107.6,0.27,0.402,0.545,50.2,54.2,9.4,10.6,0.521,12,24,0.189
180,Middle Tennessee,32,11,21,0.344,-5.75,1.79,8,10,9,5,2,11,2141,2313,70.3,95.2,0.297,0.35,0.505,52.3,45.4,8.5,7.6,0.476,19.5,32.1,0.201
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
181,Milwaukee,31,9,22,0.29,-8.8,-2.4,4,14,6,8,3,12,2146,2315,68.9,100,0.279,0.38,0.521,49.3,46.4,6.8,9.4,0.485,15.6,26,0.208
182,Minnesota,34,21,13,0.618,12.77,11.16,9,11,14,3,2,9,2407,2352,68,103.7,0.42,0.288,0.522,51.8,60,7,10.3,0.483,15,31.7,0.286
183,Mississippi State,33,23,10,0.697,16.76,9.54,10,8,14,3,5,5,2552,2314,68.5,112,0.323,0.39,0.573,52.8,51.4,11.7,13.6,0.546,16.5,34.8,0.231
184,Mississippi Valley State,32,6,26,0.188,-22.47,-6.98,4,14,6,6,0,20,2058,2498,70.6,90.7,0.336,0.288,0.461,47.6,49.5,7.8,5.8,0.424,15.7,28.9,0.222
185,Mississippi,32,20,12,0.625,13.26,8.23,10,8,11,5,6,5,2413,2252,69.2,108.5,0.317,0.395,0.569,51.1,54.2,10.5,9.8,0.53,16,30.4,0.248
186,Missouri-Kansas City,32,11,21,0.344,-6.26,-1.2,6,10,8,5,3,13,2220,2341,68.6,100.3,0.329,0.406,0.535,45.4,45.5,10.5,8,0.504,15.9,23.7,0.23
187,Missouri State,32,16,16,0.5,-1.01,-0.85,10,8,11,4,5,9,2206,2157,66.5,103.2,0.366,0.379,0.548,49.7,45.7,10.3,12.1,0.517,16.1,26.1,0.253
188,Missouri,32,15,17,0.469,8.91,9.47,5,13,9,7,2,8,2150,2168,66.1,100.9,0.298,0.412,0.534,52.9,46.7,7,5.2,0.505,18.2,31.9,0.21
189,Monmouth,35,14,21,0.4,-10.54,-4.72,10,8,6,6,5,11,2286,2490,68.4,94.1,0.403,0.295,0.501,50,47.7,9.8,11.1,0.458,18,29.1,0.277
190,Montana State,32,15,17,0.469,-7.83,-5.74,11,9,9,4,4,12,2502,2552,71.6,109.2,0.346,0.435,0.571,49.6,57.2,7.4,4.3,0.537,15.2,26.1,0.255
191,Montana,34,26,8,0.765,1.51,-5.84,16,4,12,2,9,5,2610,2323,68.5,111.6,0.319,0.385,0.591,52,52.3,9.5,8.6,0.57,15.5,27,0.22
192,Morehead State,33,13,20,0.394,-7.72,-1.75,8,10,7,7,4,11,2431,2543,70.6,103.2,0.328,0.382,0.528,48.8,51.5,7.9,10.8,0.494,14.9,29,0.231
193,Morgan State,30,9,21,0.3,-15.85,-10.49,4,12,6,7,2,13,2159,2304,73.8,96.6,0.349,0.271,0.483,47.2,47.3,10.3,4.4,0.438,15.2,31.8,0.249
194,Mount St. Mary's,31,9,22,0.29,-14.22,-5.66,6,12,4,9,5,13,2092,2286,69.5,97.1,0.338,0.412,0.513,47.4,48.3,6.8,9.7,0.481,16.8,26.4,0.23
195,Murray State,31,27,4,0.871,8.83,-4.38,16,2,15,1,10,3,2582,2101,71.7,116.1,0.333,0.368,0.59,52.6,59.8,10.6,11.7,0.56,14.7,32,0.246
196,Navy,31,12,19,0.387,-9.96,-3.86,8,10,8,6,4,13,2061,2250,68.3,97.3,0.305,0.367,0.504,52.4,54.5,7.9,5.7,0.468,17.6,31.5,0.218
197,Omaha,32,21,11,0.656,-2.21,-3.27,13,3,10,2,9,8,2523,2454,70,111.7,0.237,0.36,0.568,49.2,43.1,8,5.7,0.546,12,24.9,0.171
198,Nebraska,34,18,16,0.529,15.86,11.74,6,14,12,5,2,9,2434,2257,67.3,105.9,0.322,0.378,0.523,48.1,50,10.8,11.2,0.492,12.4,28.2,0.224
199,Nevada-Las Vegas,31,17,14,0.548,1.85,0.76,11,7,10,6,6,5,2276,2242,69,105.5,0.349,0.402,0.527,53.3,50.4,8.5,9.6,0.495,15.7,35.1,0.239
200,Nevada,33,29,4,0.879,16.58,2.58,15,3,15,0,9,3,2662,2200,71,113.7,0.407,0.427,0.574,51.7,54.6,8.7,11.1,0.541,12.7,26.5,0.288
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
201,New Hampshire,29,5,24,0.172,-18.48,-5.85,3,13,4,10,1,14,1742,1990,67.1,89.5,0.232,0.475,0.474,47.8,52.2,6,5.5,0.455,16.2,23.2,0.142
202,New Mexico State,34,30,4,0.882,10.11,-2.74,15,1,16,1,10,1,2657,2181,68.3,114,0.337,0.466,0.561,57.1,53.5,8.2,8.1,0.537,14.5,36.8,0.227
203,New Mexico,32,14,18,0.438,-0.24,1.92,7,11,9,7,4,9,2443,2454,74.5,102.5,0.387,0.438,0.536,50.2,54.8,9.2,8.4,0.498,16.6,28.7,0.271
204,New Orleans,32,19,13,0.594,-8.51,-6.23,12,6,12,3,5,9,2295,2230,70.7,99.9,0.356,0.287,0.528,49.6,57.3,12.1,10.9,0.495,18.7,32.9,0.245
205,Niagara,32,13,19,0.406,-11.21,-7.65,6,12,8,8,5,10,2318,2432,70.4,102.6,0.333,0.391,0.53,49.8,43.1,5.7,10.2,0.492,15.1,26.6,0.245
206,Nicholls State,31,14,17,0.452,-11.58,-6.69,7,11,9,4,3,13,2260,2302,71.2,101.6,0.218,0.461,0.535,45.7,53,9.3,10.4,0.506,15.4,24.3,0.168
207,NJIT,34,22,12,0.647,-3.21,-4.73,8,8,11,4,11,8,2402,2319,68.8,101.9,0.391,0.376,0.551,48.9,44.6,9.1,7.4,0.513,16,21.5,0.281
208,Norfolk State,34,21,13,0.618,-8.58,-9.8,14,2,11,2,8,7,2512,2348,71.9,101.6,0.398,0.368,0.546,50.2,51.6,8.1,13.4,0.507,17.9,27.5,0.285
209,North Alabama,32,10,22,0.313,-10.86,-1.55,7,9,8,4,2,18,2145,2358,71.1,93.9,0.323,0.421,0.486,49.4,44.9,9.2,6.5,0.451,16.5,27.5,0.218
210,North Carolina-Asheville,31,4,27,0.129,-19.88,-2.41,2,14,3,10,1,15,1857,2313,64.2,92.9,0.269,0.422,0.506,46.5,50.5,9.8,9,0.471,19.9,29.1,0.199
211,North Carolina A&T,32,19,13,0.594,-11.11,-9.74,13,3,11,2,7,10,2241,2209,67.9,102.3,0.305,0.361,0.545,47.8,54.8,9.8,9.2,0.522,16.9,27.4,0.203
212,North Carolina Central,33,18,15,0.545,-11.56,-11.4,10,6,10,2,4,12,2355,2188,68.6,103.6,0.332,0.361,0.545,54.7,59.9,9.1,7.6,0.512,19,35.1,0.237
213,North Carolina-Greensboro,35,29,6,0.829,4.73,-0.91,15,3,14,1,11,4,2669,2357,69.8,108.9,0.305,0.373,0.55,51,45.7,12.6,11.6,0.523,14.6,31.7,0.212
214,North Carolina State,34,23,11,0.676,16.1,6.87,9,9,15,4,4,6,2711,2397,71.7,110.3,0.285,0.359,0.547,53.1,51.6,10,10.1,0.52,14.8,35.7,0.203
215,North Carolina-Wilmington,33,10,23,0.303,-7.72,-1.65,5,13,5,9,2,12,2515,2670,70.3,107.2,0.339,0.374,0.545,52.4,56.2,6.4,6,0.509,15.9,32.2,0.248
216,North Carolina,33,27,6,0.818,25.28,12.16,16,2,14,2,11,1,2840,2407,76.1,112.7,0.309,0.359,0.561,56.2,61.3,9.4,9.8,0.529,14.6,34.4,0.229
217,North Dakota State,33,18,15,0.545,-3.95,-2.5,9,7,10,3,4,9,2416,2382,66.7,108.9,0.317,0.474,0.578,48.9,46.3,7.2,6.6,0.543,14.3,20.9,0.245
218,North Dakota,30,12,18,0.4,-8.56,-3.33,6,10,8,6,4,11,2220,2196,71.5,103.5,0.272,0.365,0.555,48.9,48.4,8,7.3,0.532,16,22.6,0.189
219,North Florida,33,16,17,0.485,-3.36,-0.59,9,7,10,3,5,13,2485,2531,74,101.3,0.268,0.445,0.547,49.8,57.6,8.6,10.8,0.524,19.1,30.3,0.185
220,North Texas,33,21,12,0.636,0.02,-3.21,8,10,12,4,6,7,2302,2077,67.5,103,0.279,0.439,0.532,53.2,51.5,9.4,7.9,0.509,17,31.5,0.186
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
221,Northeastern,33,23,10,0.697,4.87,-0.95,14,4,11,2,8,6,2511,2319,66.2,112.9,0.343,0.463,0.603,50.1,54.7,9.1,5.9,0.572,15.1,22.7,0.257
222,Northern Arizona,31,10,21,0.323,-10.7,-6.19,8,12,5,7,5,13,2262,2402,70,103.4,0.338,0.412,0.536,48.6,48.5,9,6.5,0.503,15,25.7,0.238
223,Northern Colorado,32,21,11,0.656,-3.97,-6.8,15,5,10,3,11,5,2450,2229,68.6,110.3,0.345,0.462,0.574,52.2,49.9,7.9,7.9,0.547,15.7,28.8,0.243
224,Northern Illinois,34,17,17,0.5,2.89,1.42,8,10,10,6,5,9,2506,2413,68.4,106.5,0.272,0.322,0.556,50.9,39.8,8,7.2,0.529,15.2,26.6,0.199
225,Northern Iowa,34,16,18,0.471,-1.31,0.85,9,9,9,5,3,9,2215,2230,65.8,99,0.291,0.429,0.527,50,48.1,7.4,6.7,0.491,15.8,23.1,0.217
226,Northern Kentucky,34,26,8,0.765,4.53,-3.22,13,5,17,1,7,7,2690,2338,69.9,112.4,0.361,0.414,0.578,53.1,60.8,8.9,11.6,0.557,15.4,31,0.24
227,Northwestern State,31,11,20,0.355,-16.89,-5.82,6,12,8,7,3,13,2051,2280,70.7,92.8,0.338,0.361,0.494,47.8,46.9,8.7,12.1,0.458,19.3,29.9,0.23
228,Northwestern,32,13,19,0.406,10.46,9.65,4,16,10,8,1,9,2108,2082,66.8,97.8,0.302,0.408,0.505,48.4,61.4,8.2,11.1,0.466,14.3,24.3,0.222
229,Notre Dame,33,14,19,0.424,8.55,8.85,3,15,11,8,1,9,2266,2276,66.4,103.3,0.301,0.437,0.502,48.4,54.5,8.2,11.7,0.462,11.9,29,0.224
230,Oakland,33,16,17,0.485,-2.18,-1.4,11,7,10,6,6,10,2534,2515,69.9,109.4,0.357,0.439,0.583,47.4,67.2,8.2,7.8,0.549,16.4,25.2,0.265
231,Ohio State,33,19,14,0.576,14.42,10.99,8,12,12,6,4,7,2298,2185,66.8,103.8,0.34,0.398,0.542,51,59,8.8,7.3,0.505,16.3,27.8,0.249
232,Ohio,31,14,17,0.452,-1.6,3.4,6,12,11,5,3,10,2174,2288,71.5,96.9,0.328,0.344,0.512,50.9,56.2,8.9,10.1,0.488,17.4,29,0.207
233,Oklahoma State,32,12,20,0.375,8.01,11.45,5,13,8,7,2,10,2178,2288,67.1,101,0.306,0.419,0.529,48.6,55.5,8.5,13.1,0.501,15.8,26.4,0.21
234,Oklahoma,32,19,13,0.594,14.7,11.76,7,11,11,4,5,7,2277,2183,69.8,101.6,0.314,0.333,0.531,50.4,48.9,8.5,8.5,0.502,15.4,26.1,0.217
235,Old Dominion,34,26,8,0.765,3.96,-1.48,13,5,14,2,8,4,2252,2067,65.5,101.2,0.295,0.373,0.504,53.4,54,8.5,14.1,0.477,15.1,32.3,0.195
236,Oral Roberts,32,11,21,0.344,-9.25,-1.82,7,9,7,6,3,13,2314,2483,69.1,104.2,0.263,0.392,0.549,52.1,50.8,6.8,9.3,0.527,17.5,30.3,0.181
237,Oregon State,31,18,13,0.581,7.91,4.36,10,8,10,5,6,5,2275,2165,67.2,108.3,0.368,0.366,0.56,51.7,58.1,8.8,14.9,0.522,15.9,30.6,0.273
238,Oregon,35,23,12,0.657,12.79,5.25,10,8,13,4,5,7,2467,2203,65.9,106.2,0.303,0.393,0.547,51.4,52.7,11.7,14.6,0.517,15.5,29.6,0.218
239,Pacific,32,14,18,0.438,-2.2,2.23,4,12,9,7,5,10,2138,2241,66.7,99.4,0.414,0.336,0.532,51.2,45.4,9.1,5,0.482,17.4,27,0.31
240,Penn State,32,14,18,0.438,13.05,12.02,7,13,9,6,3,9,2229,2196,68.2,101,0.323,0.365,0.509,51.6,49.2,11.1,10.4,0.475,15.4,31.6,0.224
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
241,Pennsylvania,31,19,12,0.613,2.21,-0.59,7,7,10,4,8,5,2250,2117,69.1,102.9,0.282,0.444,0.548,49.8,56.4,9.6,6.2,0.531,16.1,24.7,0.18
242,Pepperdine,34,16,18,0.471,1.1,0.82,6,10,9,5,2,11,2572,2529,70.7,106.3,0.357,0.42,0.564,47.4,55.4,9.5,8.2,0.524,15.9,24.9,0.271
243,Pittsburgh,33,14,19,0.424,8.49,7.31,3,15,11,7,0,11,2306,2267,68.6,101.1,0.423,0.369,0.521,49.9,50.3,10,11.1,0.479,16.8,32.1,0.295
244,Portland State,32,16,16,0.5,-8.96,-5.79,11,9,12,4,3,10,2475,2404,72.2,106.3,0.371,0.381,0.522,54.7,50.7,11.3,11.4,0.483,15.9,38.8,0.26
245,Portland,32,7,25,0.219,-10.58,0.72,0,16,6,11,1,12,2078,2389,68.4,94.2,0.391,0.389,0.513,46.3,52.2,7.9,11.1,0.477,17.3,21.1,0.262
246,Prairie View,35,22,13,0.629,-7.33,-9.21,17,1,11,0,9,12,2627,2547,72.5,103.5,0.424,0.341,0.53,46.7,49.2,12.2,4.6,0.492,15.2,29.9,0.289
247,Presbyterian,33,18,15,0.545,-3.36,-5.5,9,7,12,3,6,11,2601,2389,69.5,112.9,0.323,0.479,0.572,49.7,58.3,8.4,6.2,0.542,12.5,26.1,0.235
248,Princeton,28,16,12,0.571,-3.25,-0.71,8,6,7,5,8,6,1948,1951,69.8,98.4,0.301,0.408,0.511,50.3,43.1,8.5,6.7,0.473,15.7,26.3,0.223
249,Providence,34,18,16,0.529,8.81,7.22,7,11,11,6,5,6,2428,2374,68.8,101.9,0.391,0.35,0.519,51.1,58.8,10.6,11.3,0.48,16,31.6,0.27
250,Purdue,32,23,9,0.719,21.31,11.93,16,4,15,0,6,6,2438,2138,66.3,113.9,0.294,0.445,0.557,53.8,53.9,9.7,13,0.527,13.5,34.9,0.215
251,Quinnipiac,31,16,15,0.516,-6.62,-7.88,11,7,7,7,9,6,2294,2255,67.6,106.9,0.373,0.534,0.563,50.8,53.2,7.4,5.2,0.528,16.9,29.2,0.271
252,Radford,33,22,11,0.667,1.21,-2.02,12,4,11,3,9,7,2440,2247,66.4,110.5,0.266,0.387,0.559,52.7,52.3,8.9,10.1,0.535,14.1,29.9,0.191
253,Rhode Island,33,18,15,0.545,3.09,1.45,9,9,9,5,5,7,2293,2239,68.2,100.8,0.368,0.321,0.51,51.2,48.8,10.3,11.4,0.474,15.3,31.2,0.25
254,Rice,32,13,19,0.406,-6.34,-1.84,8,10,9,7,4,11,2367,2481,71.7,101.2,0.392,0.426,0.536,51.3,53.3,7.3,8.5,0.502,16.6,26.5,0.269
