Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
23,Belmont,36,26,10,0.722,3.29,-1.88,14,2,13,1,10,8,2876,2661,69.5,106.3,0.422,0.356,0.557,51.2,50.1,10.4,9.7,0.522,17.8,32.9,0.294
24,Bethune-Cookman,32,7,25,0.219,-16.86,-7.53,5,11,5,6,2,18,2032,2252,63.4,110.2,0.53,0.34,0.561,52.8,57.8,9.6,13.4,0.514,16.8,36.9,0.376
25,Binghamton,30,7,23,0.233,-16.15,-6.15,4,12,3,10,4,12,1840,2140,65.6,107.4,0.408,0.396,0.56,52.5,61,11.1,10.6,0.528,17.1,32.4,0.28
26,Boise State,34,21,13,0.618,8.83,3.86,9,9,12,4,5,7,2591,2347,65.9,103.2,0.401,0.347,0.543,46.7,47.6,6.9,9.2,0.506,15.5,25.6,0.282
27,Boston College,32,8,24,0.25,3.01,8.62,4,14,4,9,3,11,2197,2354,62.7,115.1,0.406,0.278,0.557,52.9,47.7,8.7,10.2,0.517,12.5,34.2,0.296
28,Boston University,35,24,11,0.686,1.77,-2.4,15,3,11,6,11,4,2492,2346,65.9,100.3,0.315,0.336,0.53,50.9,53,7.7,8.9,0.498,17.8,29.8,0.223
29,Bowling Green State,32,12,20,0.375,-3.45,-0.2,6,12,7,8,4,11,2007,2055,67,95.1,0.374,0.328,0.502,50.2,56.3,12.4,8.1,0.469,18,30.8,0.244
30,Bradley,32,12,20,0.375,-2.72,-0.31,7,11,11,6,1,11,2036,2113,63.9,103.4,0.434,0.391,0.543,50,56.7,9.2,8.6,0.5,17.5,31.1,0.309
31,Brigham Young,35,23,12,0.657,11.63,5.72,13,5,14,1,5,7,2931,2706,73.5,103.3,0.372,0.351,0.529,46.7,55.1,8.1,8.7,0.489,14.7,28.3,0.265
32,Brown,29,15,14,0.517,-1.44,-4.04,7,7,8,6,7,8,2065,1951,69.4,96.1,0.368,0.319,0.488,48.1,51.1,9.1,10.8,0.442,14.6,27.6,0.262
33,Bryant,32,18,14,0.563,-4.25,-4.89,10,6,11,4,7,9,2351,2304,67.9,105.2,0.329,0.358,0.528,51.5,50.7,9.9,12.1,0.498,15.6,33.8,0.224
34,Bucknell,30,16,14,0.533,-1.3,-3.14,11,7,8,6,8,8,1977,1922,63.7,100.6,0.318,0.327,0.508,47.2,49.1,8.7,12.7,0.479,12.7,24.4,0.21
35,Buffalo,29,19,10,0.655,3.58,-2.13,13,5,13,1,6,6,2132,1952,67.7,99,0.36,0.321,0.508,47.9,51.1,10,7.4,0.472,16.7,31.4,0.246
36,Butler,31,14,17,0.452,7.04,6.98,4,14,8,7,4,7,2125,2064,64,101.2,0.31,0.309,0.525,49.7,49.5,8.3,9.3,0.495,15.7,28.4,0.214
37,Cal Poly,34,14,20,0.412,-1.34,1.69,6,10,6,6,3,12,2141,2163,60.8,104.5,0.408,0.318,0.532,51.2,56.6,7.4,10,0.488,15.9,32.2,0.295
38,Cal State Bakersfield,32,13,19,0.406,-4.86,-4.31,5,11,6,7,5,10,2215,2189,66,102.8,0.516,0.351,0.535,48.4,53.8,10.1,9.5,0.487,16.6,30.7,0.359
39,Cal State Fullerton,31,11,20,0.355,-5.08,-1.12,6,10,8,5,3,12,2092,2215,66.8,106.5,0.459,0.29,0.549,50.9,53,7.3,9.7,0.507,14.9,29.1,0.324
40,Cal State Northridge,35,17,18,0.486,-4.89,-3.29,7,9,11,3,2,14,2689,2712,68.7,109.5,0.417,0.378,0.557,48.1,55.5,8.5,7.7,0.52,15,31,0.293
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
41,UC-Davis,31,9,22,0.29,-11.55,-1.76,4,12,6,9,1,13,2174,2408,66.6,113.8,0.376,0.318,0.582,56.1,57.6,8.6,10.6,0.546,15.7,35,0.281
42,UC-Irvine,35,23,12,0.657,4.35,-0.65,13,3,12,4,10,7,2468,2231,65.6,96.1,0.382,0.297,0.473,47.2,51.6,8.6,6.3,0.423,13.2,29.5,0.272
43,UC-Riverside,31,10,21,0.323,-7.64,-2.33,5,11,8,7,2,13,2117,2214,67.5,104,0.418,0.304,0.538,50.8,53.6,9.7,9.1,0.489,15.7,30.5,0.312
44,UC-Santa Barbara,30,21,9,0.7,4.23,-0.13,12,4,10,3,9,5,2137,1960,63.1,102.3,0.391,0.372,0.502,48.3,60.6,7.5,6.5,0.465,13.9,31.7,0.261
45,University of California,35,21,14,0.6,10.7,7.44,10,8,15,4,5,7,2533,2419,66.4,102.9,0.337,0.299,0.51,49.5,50.7,6.7,8,0.469,13,29.8,0.246
46,Campbell,32,12,20,0.375,-14.04,-7.33,6,10,9,7,3,12,2164,2291,64,110.5,0.365,0.297,0.54,51.7,48.3,11.1,8.7,0.509,13.9,35.5,0.25
47,Canisius,34,21,13,0.618,1.24,-1.95,14,6,9,4,8,7,2661,2570,68.2,111.7,0.353,0.353,0.564,52.1,57.9,8.6,7.4,0.509,16.6,37.2,0.256
48,Central Arkansas,29,8,21,0.276,-16.25,-5.54,5,13,7,8,1,13,2165,2360,74.3,108.8,0.484,0.274,0.558,54.6,56.6,9.7,6.9,0.514,17.1,36.9,0.345
49,Central Connecticut State,30,11,19,0.367,-13.1,-6.06,7,9,5,8,6,10,2117,2318,70.8,108.3,0.338,0.337,0.54,53.4,45.5,9.4,10.9,0.511,15.4,36.3,0.232
50,Central Florida,31,13,18,0.419,2.35,5.14,4,14,10,7,2,10,2253,2281,68,106.5,0.354,0.301,0.537,47.8,54.5,11,12.6,0.512,14.8,32.5,0.231
51,Central Michigan,31,10,21,0.323,-8.82,-2.72,3,15,8,8,2,13,2246,2288,65.8,110.3,0.381,0.368,0.59,52.1,53.1,8.5,11.1,0.556,17.8,31.2,0.281
52,Charleston Southern,31,13,18,0.419,-5.27,-5.75,6,10,8,6,4,12,2523,2242,68.6,103.3,0.378,0.354,0.536,48.1,50.1,7.4,11.3,0.501,15.9,28.5,0.263
53,Charlotte,31,17,14,0.548,-0.69,-0.5,7,9,10,5,3,8,2215,2221,69.7,101.9,0.361,0.346,0.519,47.7,47.2,9.8,8,0.492,15,29.7,0.232
54,Chattanooga,33,18,15,0.545,-10.83,-7.9,12,4,11,2,5,11,2489,2439,70.4,104.1,0.37,0.263,0.538,48.7,47.4,8.7,10.3,0.507,16.7,32,0.251
55,Chicago State,32,13,19,0.406,-10.47,-2.44,8,8,9,5,4,13,2232,2439,69.6,107.4,0.529,0.367,0.563,56.2,54.8,7.6,10.6,0.519,19.1,36.6,0.37
56,Cincinnati,34,27,7,0.794,15.26,5.28,15,3,18,1,7,3,2325,1986,63.6,91.9,0.36,0.326,0.486,46.8,54.2,8.2,9.2,0.448,19.2,32.3,0.243
57,Citadel,33,7,26,0.212,-17.61,-6.75,2,14,6,8,0,15,2211,2453,66.5,110.9,0.372,0.342,0.541,52.5,48.5,9,10.1,0.511,13.2,33.2,0.251
58,Clemson,36,23,13,0.639,11.08,5.97,10,8,16,3,4,7,2287,2103,59.9,95.5,0.286,0.306,0.47,48.6,47.9,8.9,8.2,0.439,14.5,32.5,0.19
59,Cleveland State,33,21,12,0.636,4.38,-0.52,12,4,12,3,9,8,2410,2186,64.6,101,0.423,0.351,0.522,48.6,60,8.2,10.3,0.476,16.8,31.7,0.301
60,Coastal Carolina,34,21,13,0.618,-5.21,-6.31,11,5,14,5,6,7,2458,2326,68.6,98.6,0.377,0.425,0.51,46.8,51,10.2,10.1,0.471,16.2,29.2,0.262
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
61,Colgate,31,13,18,0.419,-2.51,-4.08,6,12,7,8,6,10,2158,2083,62.8,105.3,0.347,0.339,0.535,50.9,47.9,8.9,7,0.503,14.2,28.2,0.238
62,College of Charleston,32,14,18,0.438,-2.02,-1.89,6,10,9,7,4,8,2016,2006,62.1,99.3,0.428,0.274,0.495,46.1,39.5,9.1,10.8,0.456,13.2,27.6,0.279
63,Colorado State,32,16,16,0.5,3.29,2.16,7,11,14,6,2,9,2347,2230,65.8,105.9,0.372,0.354,0.544,46.6,51.6,7.4,8.6,0.508,14.7,26.9,0.265
64,Colorado,35,23,12,0.657,10.8,8.8,10,8,16,2,5,6,2457,2387,67,100.7,0.304,0.355,0.525,45.7,54.3,9.7,9.1,0.494,15.7,26.1,0.213
65,Columbia,34,21,13,0.618,2.21,-1.92,8,6,14,4,5,8,2313,2151,61.8,100.5,0.403,0.268,0.515,47.7,44.5,8.6,12.4,0.475,14.7,26.3,0.279
66,Connecticut,40,32,8,0.8,17.23,8.63,12,6,14,3,6,4,2873,2529,65.5,95.9,0.357,0.326,0.482,49.8,51.7,8.6,8.9,0.446,16.5,32.9,0.237
67,Coppin State,32,12,20,0.375,-11.09,-4.99,7,9,5,7,5,10,2231,2403,68.5,109.2,0.357,0.376,0.555,53.9,60.1,8,12.6,0.53,16.7,36.6,0.237
68,Cornell,28,2,26,0.071,-15.6,0.03,1,13,2,11,0,15,1795,2195,65.2,119.2,0.47,0.34,0.601,53.5,55.7,9,10,0.565,13.7,32.2,0.34
69,Creighton,35,27,8,0.771,18.03,7.17,14,4,16,0,7,4,2756,2376,65.3,103.9,0.33,0.345,0.518,48.3,50.7,7.4,9.2,0.485,12.8,27.8,0.229
70,Dartmouth,28,12,16,0.429,-4.85,-3.24,5,9,8,7,4,9,1905,1864,64.4,102.9,0.485,0.34,0.559,48.4,48.5,8.6,10.1,0.506,18,26.9,0.363
71,Davidson,33,20,13,0.606,0.81,-3.73,15,1,8,4,10,4,2591,2404,68,105.5,0.451,0.265,0.555,50,42.5,8.3,9.6,0.515,16,28.4,0.318
72,Dayton,37,26,11,0.703,10.55,5.34,10,6,13,4,7,4,2671,2478,65.4,101.7,0.43,0.316,0.531,47.3,51.1,7.5,12.1,0.488,16.5,28.7,0.304
73,Delaware State,30,9,21,0.3,-12.64,-6.11,5,11,7,7,2,12,1847,1946,61.2,104.7,0.412,0.362,0.527,52.1,58,9.3,10.9,0.484,15.6,33.8,0.292
74,Delaware,35,25,10,0.714,2.73,-1.1,14,2,10,2,11,7,2782,2648,70.9,106.3,0.38,0.317,0.53,51.9,44.2,6.9,9.6,0.494,14.3,32.8,0.263
75,Denver,31,16,15,0.516,0.84,-0.42,8,6,9,4,5,8,2044,1999,59.2,107.2,0.484,0.289,0.566,54.6,50.4,8.5,10,0.529,18,33.1,0.333
76,DePaul,33,12,21,0.364,1.5,7.47,3,15,8,9,3,9,2290,2487,67.3,110.3,0.467,0.317,0.576,50.2,51.9,9.7,12.2,0.539,16.6,32,0.329
77,Detroit Mercy,32,13,19,0.406,-3.25,-0.25,6,10,8,7,5,12,2275,2267,68,102.2,0.482,0.347,0.535,48.6,60.6,8.3,9.4,0.49,17.1,30.4,0.333
78,Drake,31,15,16,0.484,-0.77,1.03,6,12,9,5,4,9,2116,2115,64.4,105.5,0.385,0.364,0.543,49.2,48.5,10,11.9,0.508,15,26.7,0.268
79,Drexel,30,16,14,0.533,1.23,-0.24,8,8,8,4,6,8,2064,2020,63.4,102.4,0.466,0.305,0.515,50.5,45.9,6,8.6,0.472,14.7,29.7,0.314
80,Duke,35,26,9,0.743,19.51,8.48,13,5,17,0,4,5,2745,2359,65.5,102.6,0.408,0.241,0.531,48.5,44.8,7.6,9.6,0.493,16.1,30.9,0.282
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
81,Duquesne,30,13,17,0.433,0.66,1.03,5,11,6,8,7,6,2200,2211,68.3,108,0.336,0.392,0.557,50,65.1,7.4,10.9,0.533,15.4,28.9,0.226
82,East Carolina,34,17,17,0.5,-4.08,-2.41,5,11,10,7,3,10,2477,2411,66.5,106.7,0.308,0.344,0.532,51.3,56.4,9.2,11.6,0.507,15.3,34.4,0.206
83,East Tennessee State,35,19,16,0.543,-5.93,-6.08,10,8,14,6,5,10,2689,2663,71.2,106.1,0.417,0.397,0.544,52.2,56.1,7.8,10.7,0.508,16.7,32.9,0.288
84,Eastern Illinois,30,11,19,0.367,-11.53,-4.21,7,9,7,7,4,11,2030,2206,66.4,110.7,0.453,0.329,0.57,50.4,53.3,11,9.5,0.533,15.7,31.7,0.321
85,Eastern Kentucky,34,24,10,0.706,0.6,-4.34,11,5,12,2,8,6,2677,2411,67.5,104.7,0.54,0.354,0.588,55.7,57.3,8,11.3,0.549,21.9,33.6,0.381
86,Eastern Michigan,37,22,15,0.595,1.79,0.67,10,8,16,3,4,11,2423,2270,65,93.5,0.391,0.398,0.478,52.3,62.7,9.2,11.1,0.432,19.2,36.4,0.271
87,Eastern Washington,31,15,16,0.484,-5.32,-4.15,10,10,10,4,3,11,2362,2329,69.5,107.6,0.4,0.32,0.539,49,53.8,9.6,11.6,0.501,13.3,29,0.282
88,Elon,32,18,14,0.563,-4.02,-4.5,11,5,11,4,7,6,2392,2281,67.9,104.2,0.396,0.283,0.522,50.6,41.2,9.4,7.1,0.486,14.3,31,0.269
89,Evansville,33,14,19,0.424,-3.12,1.2,6,12,10,7,3,11,2290,2383,66.7,107.4,0.367,0.359,0.545,51.6,52.7,9.5,11.5,0.51,15.8,32.3,0.259
90,Fairfield,32,7,25,0.219,-7.37,-0.81,4,16,4,9,2,13,2030,2240,66.9,104.2,0.586,0.27,0.531,50,48.5,11.3,11,0.471,14.5,29.1,0.417
91,Fairleigh Dickinson,31,10,21,0.323,-11.24,-4.07,6,10,6,6,4,14,2157,2358,67,112.6,0.482,0.34,0.56,54.6,54.1,8.6,11.2,0.512,15.8,38.6,0.352
92,Florida A&M,32,14,18,0.438,-12.31,-7.58,8,8,9,3,3,14,2281,2370,72,102.1,0.538,0.285,0.522,50.6,51.7,9.9,10.8,0.474,17.4,35.9,0.363
93,Florida Atlantic,32,10,22,0.313,-5.12,-0.42,5,11,7,8,3,11,2120,2192,65.5,104.5,0.416,0.283,0.512,49,46,9.3,8.8,0.467,14.1,32.9,0.293
94,Florida Gulf Coast,35,22,13,0.629,-1.97,-5.76,14,4,16,2,6,10,2504,2339,68.2,97.4,0.352,0.347,0.504,48,46,9.3,6.4,0.473,16.1,28.2,0.23
95,Florida International,31,15,16,0.484,-5.4,-1.58,7,9,9,6,5,8,2128,2170,67.2,103.4,0.367,0.325,0.519,48.9,55.6,9,9.7,0.483,15.7,32.7,0.252
96,Florida State,36,22,14,0.611,12.63,8.13,9,9,12,5,6,6,2554,2392,66.1,99.9,0.362,0.336,0.494,49.2,48.8,10,9.4,0.454,15.8,35.8,0.25
97,Florida,39,36,3,0.923,20.69,8.54,18,0,17,0,10,2,2727,2253,62.9,91.8,0.312,0.313,0.489,46.2,47.9,8.9,8.9,0.454,18.6,28.1,0.217
98,Fordham,31,10,21,0.323,-3.16,3.14,2,14,7,8,2,12,2224,2419,69.2,112.4,0.424,0.35,0.562,51.2,55.2,9.4,8.7,0.525,15.2,35.6,0.299
99,Fresno State,39,21,18,0.538,3.59,3.75,9,9,13,6,7,10,2837,2749,66.3,104.3,0.409,0.328,0.519,52.1,53.3,7,9.1,0.479,14.4,31.7,0.281
100,Furman,30,9,21,0.3,-17.44,-7.4,3,13,6,8,3,12,1955,2196,65.5,111.3,0.31,0.354,0.555,52.5,53.8,10.6,9.5,0.527,14.3,33.6,0.219
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
101,Gardner-Webb,33,18,15,0.545,-7.33,-6.9,10,6,8,5,7,9,2425,2309,67.3,100.9,0.369,0.284,0.532,48.9,47,8.5,10.3,0.497,17.7,30.4,0.257
102,George Mason,31,11,20,0.355,2.03,4.58,5,12,6,8,4,8,2154,2233,67.7,105.2,0.473,0.335,0.544,49.3,51.1,10.2,8.3,0.501,15.5,29.9,0.33
103,George Washington,33,24,9,0.727,10.6,4.42,11,5,14,1,6,5,2415,2211,68,98.2,0.334,0.361,0.504,47.5,52.3,10,9,0.472,16.8,31.4,0.222
104,Georgetown,33,18,15,0.545,10.96,8.27,8,10,13,3,2,9,2344,2255,65,104.3,0.524,0.358,0.53,49.5,55.1,8.7,7.5,0.479,15.7,32.1,0.365
105,Georgia Southern,34,15,19,0.441,-11.44,-8.6,6,10,7,6,5,11,2406,2395,67.1,103.8,0.324,0.366,0.54,50.1,51.8,7.5,8.4,0.51,16.5,29.7,0.225
106,Georgia State,34,25,9,0.735,6.04,-2.56,17,1,13,0,10,7,2641,2330,65.8,102.6,0.351,0.411,0.523,53.4,52.5,6.3,7.3,0.491,16.8,34.1,0.238
107,Georgia Tech,33,16,17,0.485,5.12,5.24,6,12,10,7,5,7,2200,2204,64.8,102,0.379,0.327,0.515,48,52.4,9.5,9.3,0.474,13.5,28.7,0.267
108,Georgia,34,20,14,0.588,7.9,5.78,12,6,15,3,4,7,2343,2271,65.2,101.8,0.434,0.349,0.508,46.7,44,10.5,11.3,0.459,13.8,29.8,0.306
109,Gonzaga,36,29,7,0.806,15.56,5.36,15,3,15,0,8,4,2761,2372,68.1,98.1,0.387,0.315,0.494,47.7,47.1,8.7,8.5,0.448,15,29.6,0.275
110,Grambling,29,5,24,0.172,-24.61,-9.05,3,15,3,8,1,15,1903,2316,69,115.7,0.416,0.333,0.594,53.4,55.8,10.7,9.4,0.574,16.3,35.5,0.275
111,Grand Canyon,30,15,15,0.5,-6.4,-3.51,10,6,8,4,5,9,2163,2152,67.8,105.4,0.398,0.296,0.525,49.3,47.4,9.6,10.2,0.486,12.9,28.7,0.276
112,Green Bay,31,24,7,0.774,7.18,0.11,14,2,13,4,9,2,2304,1999,67.7,94.4,0.323,0.331,0.487,47.8,50.4,9.2,7.7,0.447,17.3,31.6,0.23
113,Hampton,31,18,13,0.581,-5.17,-7.91,13,4,9,3,8,7,2262,2177,71.1,96.1,0.538,0.309,0.502,50.7,45.1,8.3,9.3,0.452,18.7,34.5,0.356
114,Hartford,33,17,16,0.515,-6.63,-6.18,10,6,9,3,7,9,2162,2177,63.7,103.2,0.413,0.318,0.547,53.6,46.8,10.1,8.9,0.513,17.8,32,0.282
115,Harvard,32,27,5,0.844,10.79,-0.47,13,1,11,1,11,3,2343,1952,64.6,93,0.362,0.306,0.5,47.9,50.3,8.8,9.4,0.458,19.1,29.6,0.257
116,Hawaii,31,20,11,0.645,3.43,-1.68,9,7,14,5,6,4,2479,2270,69.3,104.4,0.398,0.334,0.545,46.7,47.4,7.9,8.8,0.503,16.5,30.9,0.289
117,High Point,31,16,15,0.516,-8.23,-5.23,12,4,10,3,6,11,2203,2253,65.5,110.5,0.352,0.371,0.563,50.7,55.5,10,6.9,0.532,15.7,32.7,0.25
118,Hofstra,33,10,23,0.303,-6.56,-1.89,5,11,7,8,1,13,2260,2414,65.3,111.5,0.412,0.351,0.552,48.1,52.4,9.4,10.4,0.519,13.1,30.9,0.282
119,Holy Cross,34,20,14,0.588,-1.58,-3.28,12,6,8,5,10,7,2277,2219,63.9,101.4,0.302,0.313,0.534,49,53.9,8.3,9.6,0.499,16.5,28,0.222
120,Houston Baptist,31,6,25,0.194,-17.39,-5.39,2,16,5,8,1,15,2091,2373,70.2,108.2,0.428,0.3,0.538,50.9,47.9,10.4,11.2,0.499,14.3,32.8,0.296
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced,Opponent Advanced
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
121,Houston,33,17,16,0.515,2.68,4.62,8,10,12,4,3,9,2345,2409,67.1,108.4,0.346,0.309,0.534,50.8,52.7,9.8,9.8,0.501,13.9,34,0.241
122,Howard,33,8,25,0.242,-16.77,-5.22,5,11,4,6,2,17,2020,2344,67.1,104.6,0.546,0.379,0.542,52.4,59.9,10.2,12,0.494,18.4,36.5,0.378
123,Idaho State,29,11,18,0.379,-6.42,-4.72,8,12,9,4,2,13,2054,2036,64.5,107.5,0.346,0.429,0.56,47.7,54.4,8.1,10.4,0.533,17.1,30.9,0.237
124,Idaho,34,16,18,0.471,-6.42,-3.72,7,9,7,6,5,9,2461,2536,66.9,110.2,0.409,0.325,0.549,49.7,50.7,7.1,8.8,0.516,13.3,30.8,0.279
125,Illinois-Chicago,31,6,25,0.194,-7.17,0.63,1,15,2,12,2,11,2071,2248,66.5,109,0.483,0.325,0.566,49.6,56.1,8.9,11.5,0.528,15.3,28.2,0.336
