Unnamed: 0_level_0,Unnamed: 1_level_0,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,Unnamed: 16_level_0,Unnamed: 17_level_0,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Unnamed: 16_level_1,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
303,Texas Christian,32,11,21,.344,-4.27,4.41,2,16,9,9,1,10,1761,2002,,1281,732,1649,.444,158,470,.336,380,554,.686,325,1052,403,180,108,401,592
304,Texas-El Paso,32,18,14,.563,4.63,2.38,10,6,12,3,4,7,2042,1970,,1300,705,1689,.417,165,486,.340,395,587,.673,359,1063,375,210,87,396,602
305,Texas-Rio Grande Valley,32,16,16,.500,-13.35,-8.18,5,3,11,2,3,11,2101,2155,,1310,788,1776,.444,173,498,.347,406,607,.669,385,1173,408,233,85,491,603
306,Texas-San Antonio,32,10,22,.313,-6.47,-1.00,3,14,3,9,4,11,2048,2223,,1285,797,1726,.462,221,624,.354,408,593,.688,351,1144,483,221,144,427,583
307,Texas Southern,31,17,14,.548,-2.09,-7.25,16,2,10,3,7,11,2179,2019,,1260,744,1817,.409,160,504,.317,371,541,.686,377,1120,387,170,104,360,518
308,Texas State,34,12,22,.353,-6.36,-0.90,5,13,4,11,5,8,2398,2558,,1365,903,1986,.455,220,636,.346,532,742,.717,398,1320,481,245,127,506,648
309,Texas Tech,31,11,20,.355,-3.11,4.31,3,15,9,11,1,8,2026,2256,,1245,780,1675,.466,210,560,.375,486,688,.706,336,1074,414,238,113,452,585
310,Texas,34,16,18,.471,6.85,6.55,7,11,12,4,2,10,2229,2232,,1395,739,1926,.384,179,615,.291,575,822,.700,438,1237,406,271,111,445,669
311,Toledo,28,15,13,.536,-2.43,-3.04,10,6,8,4,6,9,1928,1911,,1130,654,1556,.420,204,593,.344,399,558,.715,340,1012,343,186,107,400,515
312,Towson,31,18,13,.581,-1.92,-2.59,13,5,6,5,9,8,2125,2066,,1270,709,1788,.397,180,541,.333,468,667,.702,369,1031,388,232,121,339,580
313,Troy,33,12,21,.364,-8.77,-4.01,6,14,8,7,2,12,2046,2203,,1355,779,1744,.447,220,614,.358,425,638,.666,352,1207,406,167,115,401,500
314,Tulane,35,20,15,.571,1.87,-1.80,6,10,15,4,3,10,2436,2299,,1400,830,1816,.457,209,624,.335,430,599,.718,299,1092,525,205,137,468,724
315,Tulsa,33,17,16,.515,-1.06,0.95,8,8,9,5,5,8,2241,2249,,1335,755,1839,.411,229,678,.338,510,750,.680,358,1154,455,250,116,431,643
316,UCLA NCAA,35,25,10,.714,12.88,7.82,13,5,15,3,6,3,2604,2427,,1420,926,2181,.425,218,672,.324,357,537,.665,458,1333,483,219,118,491,568
317,Utah State,31,21,10,.677,3.79,-0.68,11,7,14,4,7,5,2134,1971,,1255,705,1711,.412,220,652,.337,341,515,.662,295,880,430,213,87,294,576
318,Utah Valley,32,14,18,.438,-11.38,-7.02,3,5,9,4,3,11,2157,2165,,1310,803,1836,.437,202,615,.328,357,504,.708,324,1092,385,205,90,389,535
319,Utah,33,15,18,.455,4.74,6.68,5,13,11,7,2,10,2117,2086,,1330,743,1869,.398,213,642,.332,387,555,.697,385,1126,385,245,127,358,516
320,Valparaiso NCAA,34,26,8,.765,7.15,-1.13,13,3,15,2,10,5,2420,2119,,1365,745,1795,.415,159,470,.338,470,652,.721,322,989,372,238,85,441,662
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
321,Vanderbilt,33,16,17,.485,6.24,6.03,8,10,9,6,4,7,1991,1984,,1330,701,1721,.407,183,588,.311,399,577,.692,328,1121,346,184,111,378,554
322,Vermont,33,21,12,.636,-0.13,-4.46,11,5,10,5,9,7,2097,1954,,1320,682,1674,.407,198,605,.327,392,565,.694,314,985,355,205,121,421,657
323,Villanova NCAA,34,20,14,.588,10.74,8.53,10,8,12,4,6,7,2307,2214,,1385,733,1812,.405,245,661,.371,503,740,.680,346,1125,464,266,111,518,727
324,Virginia Commonwealth NCAA,36,27,9,.750,16.89,4.47,12,4,15,2,8,3,2770,2323,,1450,811,1825,.444,198,601,.329,503,736,.683,400,1252,414,214,126,709,618
325,VMI,31,14,17,.452,-11.40,-7.11,8,8,8,5,5,10,2423,2411,,1245,889,1987,.447,209,590,.354,424,599,.708,423,1261,457,211,76,451,513
326,Virginia Tech,32,13,19,.406,1.74,6.27,4,14,10,7,2,9,2248,2393,,1300,831,1905,.436,245,705,.348,486,726,.669,392,1194,450,168,110,341,566
327,Virginia,35,23,12,.657,12.89,4.23,11,7,20,2,3,8,2248,1945,,1405,683,1761,.388,187,600,.312,392,560,.700,321,1075,321,185,110,450,540
328,Wagner,31,19,12,.613,-3.23,-5.07,12,6,11,3,7,8,2136,2079,,1270,692,1690,.409,200,571,.350,495,707,.700,340,1042,362,223,112,476,581
329,Wake Forest,31,13,18,.419,3.41,6.15,6,12,11,5,1,10,2093,2178,,1240,787,1731,.455,184,512,.359,420,614,.684,318,1083,404,209,134,441,620
330,Washington State,32,13,19,.406,6.70,5.26,4,14,10,7,1,9,2061,2015,,1290,713,1663,.429,223,640,.348,366,528,.693,289,1004,402,202,146,390,544
331,Washington,34,18,16,.529,7.93,7.22,9,9,11,7,5,7,2309,2285,,1370,834,1927,.433,190,556,.342,427,623,.685,363,1101,424,210,101,417,582
332,Weber State,37,30,7,.811,5.87,-5.61,18,2,17,2,11,5,2800,2275,,1495,825,2053,.402,141,500,.282,484,665,.728,341,1093,346,214,85,419,654
333,West Virginia,32,13,19,.406,4.60,6.54,6,13,8,6,3,9,2116,2178,,1285,755,1686,.448,213,559,.381,455,674,.675,356,1082,446,191,119,458,670
334,Western Carolina,33,14,19,.424,-6.45,-4.42,9,9,7,6,5,11,2288,2299,,1330,771,1749,.441,183,568,.322,574,807,.711,384,1162,381,251,113,466,541
335,Western Illinois,31,22,9,.710,-1.87,-5.42,13,3,12,2,7,5,1845,1663,,1245,604,1511,.400,163,484,.337,292,426,.685,261,902,311,191,73,370,505
336,Western Kentucky NCAA,36,20,16,.556,-0.65,-1.14,10,10,11,4,4,9,2409,2364,,1445,824,1945,.424,200,618,.324,516,742,.695,374,1189,368,219,135,504,690
337,Western Michigan,35,22,13,.629,0.42,-1.43,10,6,12,2,7,10,2345,2237,,1415,770,1896,.406,232,672,.345,465,663,.701,353,1094,431,260,123,449,683
338,Wichita State NCAA,39,30,9,.769,14.68,6.09,12,6,14,2,7,5,2720,2385,,1560,797,2020,.395,238,739,.322,553,774,.714,355,1190,410,220,116,505,703
339,William & Mary,30,13,17,.433,-4.03,-3.45,7,11,8,5,5,11,2064,2048,,1230,755,1742,.433,181,578,.313,357,517,.691,344,993,377,201,115,318,507
340,Winthrop,31,14,17,.452,-8.61,-4.43,6,10,11,4,2,12,1859,1897,,1245,642,1593,.403,178,574,.310,435,588,.740,305,1016,356,201,96,360,509
,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals,Opponent Totals
Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
341,Wisconsin NCAA,35,23,12,.657,18.76,9.73,12,6,15,3,5,6,2274,1958,,1420,744,1890,.394,136,470,.289,334,485,.689,325,1163,300,198,86,392,605
342,Wofford,32,13,19,.406,-6.74,-4.65,7,11,9,3,3,15,1858,1890,,1280,661,1555,.425,155,502,.309,413,588,.702,260,1058,321,199,100,455,465
343,Wright State,36,23,13,.639,2.25,-1.15,10,6,12,5,8,7,2233,2105,,1450,705,1698,.415,190,610,.311,505,730,.692,323,1139,353,187,125,569,617
344,Wyoming,34,20,14,.588,5.39,4.61,4,12,13,6,6,7,2074,2010,,1370,724,1687,.429,166,516,.322,396,553,.716,324,1123,342,190,77,451,637
345,Xavier,31,17,14,.548,7.70,4.96,9,7,11,4,4,7,2021,1936,,1250,675,1666,.405,206,642,.321,380,555,.685,312,942,358,171,111,366,585
346,Yale,31,14,17,.452,-3.95,-0.81,8,6,8,4,5,11,2079,2056,,1260,707,1585,.446,201,533,.377,441,631,.699,283,951,390,205,124,415,613
347,Youngstown State,34,18,16,.529,-2.14,-0.81,7,9,12,5,6,8,2426,2356,,1390,840,1980,.424,209,599,.349,467,658,.710,385,1258,425,204,102,452,600
